subset,representation,can,abs_residual
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],1.4744648851011188
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCCCC[n+]1ccccc1.[Cl-],2.045131076122873
all Q-HERO,expert (Good/Bad),CCCCCCCCCC[N+](C)(C)CCCCCCCCCC.[Cl-],1.785385973229466
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Cl-],2.4006302565359254
all Q-HERO,expert (Good/Bad),N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,3.5212885684486857
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCCOc1cccc(C[N+](C)(C)C)c1C[N+](C)(C)C.[Br-].[Br-],0.15185905633401475
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCCOc1ccc(C[N+](C)(C)C)cc1C[N+](C)(C)C.[Br-].[Br-],0.02886252458646954
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCCOc1cc(C[N+](C)(C)C)ccc1C[N+](C)(C)C.[Br-].[Br-],1.1038413324906369
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCCCCOc1cc(C[N+](C)(C)C)ccc1C[N+](C)(C)C.[Br-].[Br-],0.7124742305015719
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCCCCCCOc1cc(C[N+](C)(C)C)ccc1C[N+](C)(C)C.[Br-].[Br-],1.1260359398501025
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCCOc1c(C[N+](C)(C)C)cccc1C[N+](C)(C)C.[Br-].[Br-],1.048314138557151
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCCOc1cc(C[N+](C)(C)C)cc(C[N+](C)(C)C)c1.[Br-].[Br-],0.8234963535196305
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCCCCOc1cc(C[N+](C)(C)C)cc(C[N+](C)(C)C)c1.[Br-].[Br-],1.0788234065733855
all Q-HERO,expert (Good/Bad),CCCCCCCCCCOc1ccc(C[N+](C)(C)C)cc1.[Br-],0.763744784304794
all Q-HERO,expert (Good/Bad),CCCCCCCCCC[n+]1ccc(-c2cc[n+](CCCCCCCCCC)cc2)cc1.[Br-].[Br-],0.6392505783901535
all Q-HERO,expert (Good/Bad),CCCCCCCCCCC[n+]1ccc(-c2cc[n+](CCCCCCCCCCC)cc2)cc1.[Br-].[Br-],0.7873648003350062
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCC[n+]1ccc(-c2cc[n+](CCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],0.8503416901357812
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCC[n+]1ccc(-c2cc[n+](CCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],2.273458669903295
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCC[n+]1ccc(-c2cc[n+](C)cc2)cc1.[Br-].[I-],3.558458971229451
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCC[n+]1ccc(-c2cc[n+](C)cc2)cc1.[Br-].[I-],0.9388449234701
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCC[n+]1ccc(-c2cc[n+](CC)cc2)cc1.[Br-].[Br-],1.565931005941524
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCCCC[n+]1ccc(-c2cc[n+](C)cc2)cc1.[Br-].[I-],0.8322066588626593
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCCCC[n+]1ccc(-c2cc[n+](CC)cc2)cc1.[Br-].[Br-],2.7895046450304726
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCCCCCC[n+]1ccc(-c2cc[n+](C)cc2)cc1.[Br-].[I-],1.7335735887975903
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCCCCCC[n+]1ccc(-c2cc[n+](CC)cc2)cc1.[Br-].[Br-],1.6931194923958341
all Q-HERO,expert (Good/Bad),CCCCCCCCCC[n+]1ccc(-c2cc[n+](CCCCCCCCCC)cc2)cc1.[Cl-].[Cl-],0.6795098055141855
all Q-HERO,expert (Good/Bad),CCCCCCCCCC[n+]1ccc(-c2cc[n+](CCCCCCCCCC)cc2)cc1.[I-].[I-],0.7767592447901628
all Q-HERO,expert (Good/Bad),CCCCCCCCCCC[n+]1ccc(-c2cc[n+](CCCCCCCCCCC)cc2)cc1.[Cl-].[Cl-],0.5195377958913563
all Q-HERO,expert (Good/Bad),CCCCCCCCCCC[n+]1ccc(-c2cc[n+](CCCCCCCCCCC)cc2)cc1.[I-].[I-],1.5936160861458408
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCC[n+]1ccc(-c2cc[n+](CCCCCCCCCCCC)cc2)cc1.[Cl-].[Cl-],0.05411747986986337
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCC[n+]1ccc(-c2cc[n+](CCCCCCCCCCCC)cc2)cc1.[I-].[I-],2.8161291532016883
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCC[n+]1ccc(-c2cc[n+](CCCCCCCCCC)cc2)cc1.[Br-].[Br-],0.8880821397581897
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCC[n+]1ccc(-c2cc[n+](CCCCCCCC)cc2)cc1.[Br-].[Br-],0.7526352489897561
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCCCC[n+]1ccc(-c2cc[n+](CCCCCC)cc2)cc1.[Br-].[Br-],0.942728534904852
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCCCCCC[n+]1ccc(-c2cc[n+](CCCC)cc2)cc1.[Br-].[Br-],2.0721298294586434
all Q-HERO,expert (Good/Bad),C[n+]1cccc(Br)c1.[Br-],0.9530346130167673
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCC[n+]1cccc(Br)c1.[Br-],0.974787930389653
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCC[n+]1cccc(Br)c1.[Br-],0.18850422622789909
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCCCC[n+]1cccc(Br)c1.[Br-],1.656326593522317
all Q-HERO,expert (Good/Bad),CCCCCCCCCC[n+]1cccc(-c2ccc[n+](CCCCCCCCCC)c2)c1.[Br-].[Br-],0.04867513947834956
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCC[n+]1cccc(-c2ccc[n+](CCCCCCCCCC)c2)c1.[Br-].[Br-],0.36500242107794767
all Q-HERO,expert (Good/Bad),CCCCCCCCCCC[n+]1cccc(-c2ccc[n+](CCCCCCCCCCC)c2)c1.[Br-].[Br-],1.6192194599857135
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCC[n+]1cccc(-c2ccc[n+](CCCCCCCCCCCC)c2)c1.[Br-].[Br-],0.6385362080077727
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCC[n+]1cccc(-c2ccc[n+](CCCCCCCCCCCC)c2)c1.[Br-].[Br-],0.39538319727807325
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCC[n+]1cccc(-c2ccc[n+](CCCCCCCCCCCCCC)c2)c1.[Br-].[Br-],0.3129288585526253
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCCCC[n+]1cccc(-c2ccc[n+](CCCCCCCCCCCCCCCC)c2)c1.[Br-].[Br-],0.06574194531992616
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCC[n+]1cccc(-c2ccccc2)c1.[Br-],0.9670749384783841
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCC[n+]1cccc(-c2ccc[n+](C)c2)c1.[Br-].[Br-],5.10469878060478
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCC[n+]1cccc(-c2ccc[n+](Cc3ccccc3)c2)c1.[Br-].[Br-],1.0505140476671668
all Q-HERO,expert (Good/Bad),CCCCCCCCCC[n+]1ccc(-c2ccc[n+](CCCCCCCCCC)c2)cc1.[Br-].[Br-],0.7771414950663615
all Q-HERO,expert (Good/Bad),CCCCCCCCCCC[n+]1ccc(-c2ccc[n+](CCCCCCCCCCC)c2)cc1.[Br-].[Br-],1.2641115749803054
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCC[n+]1ccc(-c2ccc[n+](CCCCCCCCCCCC)c2)cc1.[Br-].[Br-],0.31205843854888515
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCC[n+]1ccc(-c2ccc[n+](CCCCCCCCCCCCCC)c2)cc1.[Br-].[Br-],0.3195025436949839
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCCCC[n+]1ccc(-c2ccc[n+](CCCCCCCCCCCCCCCC)c2)cc1.[Br-].[Br-],0.9623859984999763
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCCCCCCCC[N+](C)(C)CCN(C)C.[Br-],0.021329783762507493
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCCCCCC[N+](C)(C)CCN(C)C.[Br-],1.0748326114795548
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCCCC[N+](C)(C)CCN(C)C.[Br-],1.8118811825137064
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCC[N+](C)(C)CCN(C)C.[Br-],0.6767116054192437
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCC[N+](C)(C)CCN(C)C.[Br-],3.105237908412586
all Q-HERO,expert (Good/Bad),CCCCCCCCCC[N+](C)(C)CCN(C)C.[Br-],4.22698397890879
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],3.0692703057417265
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],2.2805169822397513
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],2.148449389118649
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],1.480560103642064
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCC.[Br-].[Br-],1.2224424518971968
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCCCCCCCC.[Br-].[Br-],3.9433226983780827
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],3.1946083562405962
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],2.349329719307645
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],1.6231541771681215
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],1.6667257887849387
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCC.[Br-].[Br-],0.7503853157951093
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],2.4638381783622454
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],2.6132684557647115
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],2.492663450295213
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],1.6472256590770002
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCC.[Br-].[Br-],1.026998248652273
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],1.8032242080631415
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],0.19777007149923698
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],1.791187124002086
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCC.[Br-].[Br-],0.2132411898281985
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],0.2288214038153591
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],0.07265346213037249
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCBr.[Br-].[Br-],3.1178087115308406
all Q-HERO,expert (Good/Bad),CCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],0.6531393152167132
all Q-HERO,expert (Good/Bad),CCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCC.[Br-].[Br-],2.1654205762876675
all Q-HERO,expert (Good/Bad),CCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCC.[Br-].[Br-],3.401502800541046
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],0.24330054677000823
all Q-HERO,expert (Good/Bad),CCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],0.38918189357048183
all Q-HERO,expert (Good/Bad),CCCCCCCCCC[n+]1cccc([C@@H]2CCCN2C)c1.[Br-],2.0862074160569257
all Q-HERO,expert (Good/Bad),CCCCCCCCCCC[n+]1cccc([C@@H]2CCCN2C)c1.[Br-],0.1504181237635729
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCC[n+]1cccc([C@@H]2CCCN2C)c1.[Br-],0.3348422052661264
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCC[n+]1cccc([C@@H]2CCCN2C)c1.[Br-],2.0856400500440335
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCCCC[n+]1cccc([C@@H]2CCCN2C)c1.[Br-],2.3056626357849703
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCCCCCC[n+]1cccc([C@@H]2CCCN2C)c1.[Br-],1.9926379600894741
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCCCCCCCC[n+]1cccc([C@@H]2CCCN2C)c1.[Br-],0.7498321261589382
all Q-HERO,expert (Good/Bad),CCCCCCCCCC[n+]1cccc([C@@H]2CCC[N+]2(C)C)c1.[Br-].[I-],2.099984063506978
all Q-HERO,expert (Good/Bad),CCCCCCCCCCC[n+]1cccc([C@@H]2CCC[N+]2(C)C)c1.[Br-].[I-],3.0900332871836778
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCC[n+]1cccc([C@@H]2CCC[N+]2(C)C)c1.[Br-].[I-],0.9084094376380896
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCC[n+]1cccc([C@@H]2CCC[N+]2(C)C)c1.[Br-].[I-],0.16098083719935197
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCCCC[n+]1cccc([C@@H]2CCC[N+]2(C)C)c1.[Br-].[I-],1.3295745153234029
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCCCCCC[n+]1cccc([C@@H]2CCC[N+]2(C)C)c1.[Br-].[I-],1.486473398182838
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCCCCCCCC[n+]1cccc([C@@H]2CCC[N+]2(C)C)c1.[Br-].[I-],2.479496094530322
all Q-HERO,expert (Good/Bad),C=C[C@H]1C[N@+]2(CCCCCCCCCC)CC[C@H]1C[C@H]2[C@@H](O)c1ccnc2ccc(OC)cc12.[Br-],0.7768498293854147
all Q-HERO,expert (Good/Bad),C=C[C@H]1C[N@+]2(CCCCCCCCCCC)CC[C@H]1C[C@H]2[C@@H](O)c1ccnc2ccc(OC)cc12.[Br-],0.3231258353246138
all Q-HERO,expert (Good/Bad),C=C[C@H]1C[N@+]2(CCCCCCCCCCCC)CC[C@H]1C[C@H]2[C@@H](O)c1ccnc2ccc(OC)cc12.[Br-],1.4880805972333202
all Q-HERO,expert (Good/Bad),C=C[C@H]1C[N@+]2(CCCCCCCCCCCCCC)CC[C@H]1C[C@H]2[C@@H](O)c1ccnc2ccc(OC)cc12.[Br-],2.1626833746398217
all Q-HERO,expert (Good/Bad),C=C[C@H]1C[N@+]2(CCCCCCCCCCCCCCCC)CC[C@H]1C[C@H]2[C@@H](O)c1ccnc2ccc(OC)cc12.[Br-],1.0595110369995222
all Q-HERO,expert (Good/Bad),C=C[C@H]1C[N@+]2(CCCCCCCCCCCCCCCCCC)CC[C@H]1C[C@H]2[C@@H](O)c1ccnc2ccc(OC)cc12.[Br-],0.006487841923950688
all Q-HERO,expert (Good/Bad),C=C[C@H]1C[N@+]2(CCCCCCCCCC)CC[C@H]1C[C@H]2[C@@H](O)c1cc[n+](C)c2ccc(OC)cc12.[Br-].[I-],1.2212095274283559
all Q-HERO,expert (Good/Bad),C=C[C@H]1C[N@+]2(CCCCCCCCCCC)CC[C@H]1C[C@H]2[C@@H](O)c1cc[n+](C)c2ccc(OC)cc12.[Br-].[I-],0.4877165984667131
all Q-HERO,expert (Good/Bad),C=C[C@H]1C[N@+]2(CCCCCCCCCCCC)CC[C@H]1C[C@H]2[C@@H](O)c1cc[n+](C)c2ccc(OC)cc12.[Br-].[I-],0.46762212771803857
all Q-HERO,expert (Good/Bad),C=C[C@H]1C[N@+]2(CCCCCCCCCCCCCC)CC[C@H]1C[C@H]2[C@@H](O)c1cc[n+](C)c2ccc(OC)cc12.[Br-].[I-],2.5298469524595855
all Q-HERO,expert (Good/Bad),C=C[C@H]1C[N@+]2(CCCCCCCCCCCCCCCC)CC[C@H]1C[C@H]2[C@@H](O)c1cc[n+](C)c2ccc(OC)cc12.[Br-].[I-],1.0246229660793267
all Q-HERO,expert (Good/Bad),C=C[C@H]1C[N@+]2(CCCCCCCCCCCCCCCCCC)CC[C@H]1C[C@H]2[C@@H](O)c1cc[n+](C)c2ccc(OC)cc12.[Br-].[I-],1.2203769750709006
all Q-HERO,expert (Good/Bad),CCCCCCCCCC[N+](C)(C)CCN(C)CC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],0.7177252310250617
all Q-HERO,expert (Good/Bad),CCCCCCCCCCC[N+](C)(C)CCN(C)CC[N+](C)(C)CCCCCCCCCCC.[Br-].[Br-],1.0615167294670673
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCC[N+](C)(C)CCN(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],0.05390933801029041
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCC[N+](C)(C)CCN(C)CC[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],0.9424898920921898
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCCCC[N+](C)(C)CCN(C)CC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],0.9232398035738489
all Q-HERO,expert (Good/Bad),CCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-].[I-],0.09555246784484939
all Q-HERO,expert (Good/Bad),CCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCC.[Br-].[Br-].[I-],0.148774543669436
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-].[I-],0.9723810416633722
all Q-HERO,expert (Good/Bad),C=CC[N+](C)(CC[N+](C)(C)CCCCCCCCCC)CC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-].[Br-],0.6327994615688444
all Q-HERO,expert (Good/Bad),C=CC[N+](C)(CC[N+](C)(C)CCCCCCCCCCC)CC[N+](C)(C)CCCCCCCCCCC.[Br-].[Br-].[Br-],0.5451971538909159
all Q-HERO,expert (Good/Bad),C=CC[N+](C)(CC[N+](C)(C)CCCCCCCCCCCC)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-].[Br-],0.2820586388037092
all Q-HERO,expert (Good/Bad),C=CC[N+](C)(CC[N+](C)(C)CCCCCCCCCCCCCC)CC[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-].[Br-],0.18478141926630753
all Q-HERO,expert (Good/Bad),C=CC[N+](C)(CC[N+](C)(C)CCCCCCCCCCCCCCCC)CC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-].[Br-],0.8334112482427778
all Q-HERO,expert (Good/Bad),CCCCCCCCCC[N+](C)(C)CCCN(C)CCC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],0.1976861205251481
all Q-HERO,expert (Good/Bad),CCCCCCCCCC[N+](C)(C)CCC[N+](C)(CC)CCC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-].[Br-],0.49690058030402173
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCC[N+](C)(C)CCCN(C)CCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],0.12361428307091682
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCC[N+](C)(C)CCC[N+](C)(C)CCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-].[I-],0.5205982827635562
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCC[N+](C)(C)CCC[N+](C)(CC)CCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-].[Br-],1.3421174286091946
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCC[N+](C)(C)CCC[N+](C)(CCCC)CCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-].[Br-],0.2656800548024918
all Q-HERO,expert (Good/Bad),C=CC[N+](C)(CCC[N+](C)(C)CCCCCCCCCCCC)CCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-].[Br-],0.049126381678350706
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCC[N+](C)(C)CCC[N+](C)(CCC[N+](C)(C)CCCCCCCCCCCC)Cc1ccccc1.[Br-].[Br-].[Br-],0.24356173801215486
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCC[N+](C)(C)CCC[N+](C)(CCC[N+](C)(C)CCCCCCCCCCCC)Cc1ccc(CCCCCCCC)cc1.[Br-].[Br-].[Cl-],0.5877192689765891
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCC[N+](C)(C)CCC[N+](C)(CCCCCCCCCCCS)CCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-].[Br-],0.03939841280181189
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCC[N+](C)(C)CCC[N+](C)(CCCCCCCCCCCC)CCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-].[Br-],2.2579182328492258
all Q-HERO,expert (Good/Bad),C=CCCCCCCCCC[N+](C)(CCC[N+](C)(C)CCCCCCCCCCCC)CCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-].[Br-],2.1464162748383226
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCC[N+](C)(C)CCN(C)CCN(C)CCN(C)C.[Br-],0.02930104427213598
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCC[N+](C)(C)CCN(C)CCN(C)CCN(C)C.[Br-],1.3007674371958498
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCC[N+](C)(C)CCN(C)CCN(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],0.3557841329710798
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCC[N+](C)(C)CCN(C)CCN(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],0.383865217736288
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCC[N+](C)(C)CCN(C)CCN(C)CC[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],0.6559711857431227
all Q-HERO,expert (Good/Bad),C=CC[N+](C)(CC[N+](C)(C)CCCCCCCCCCCC)CC[N+](C)(CC=C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-].[Br-].[Br-],0.6609623114076716
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-].[I-].[I-],0.432695389533827
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCC[N+](C)(C)Cc1cc(C[N+](C)(C)C)cc(C[N+](C)(C)CCCCCCCCCCCC)c1.[Br-].[Br-].[Br-],0.29470011477160807
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCC[N+](C)(C)Cc1cc(C[N+](C)(C)C)cc(C[N+](C)(C)CCCCCCCCCCCCCC)c1.[Br-].[Br-].[Br-],0.8964606607271877
all Q-HERO,expert (Good/Bad),CCCCCCCCCC[N+](C)(C)Cc1cc(C[n+]2ccccc2)cc(C[N+](C)(C)CCCCCCCCCC)c1.[Br-].[Br-].[Br-],0.15588952092744623
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCC[N+](C)(C)Cc1cc(C[n+]2ccccc2)cc(C[N+](C)(C)CCCCCCCCCCCC)c1.[Br-].[Br-].[Br-],0.23562628378239947
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCC[N+](C)(C)Cc1cc(C[n+]2ccccc2)cc(C[N+](C)(C)CCCCCCCCCCCCCC)c1.[Br-].[Br-].[Br-],0.8450791330018028
all Q-HERO,expert (Good/Bad),CCCCCCCCCC[N+](C)(C)CCN1CC[N+](C)(CCCCCCCCCC)CC1.[Br-].[Br-],1.2309145741586045
all Q-HERO,expert (Good/Bad),CCCCCCCCCCC[N+](C)(C)CCN1CC[N+](C)(CCCCCCCCCCC)CC1.[Br-].[Br-],1.41972885556187
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCC[N+](C)(C)CCN1CC[N+](C)(CCCCCCCCCCCC)CC1.[Br-].[Br-],1.2666819559750513
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCC[N+](C)(C)CCN1CC[N+](C)(CCCCCCCCCCCC)CC1.[Cl-].[Cl-],1.7711711861112174
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCC[N+](C)(C)CCN1CC[N+](C)(CCCCCCCCCCCCC)CC1.[Br-].[Br-],0.5718021076896945
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCCCC[N+](C)(C)CCN1CC[N+](C)(CCCCCCCCCCCCCC)CC1.[Br-].[Br-],1.5638314404825477
all Q-HERO,expert (Good/Bad),CCCCCCCCCC[N+]1(C)CCN(C)CCN(C)CC1.[Br-],3.7208172444040617
all Q-HERO,expert (Good/Bad),CCCCCCCCCCC[N+]1(C)CCN(C)CCN(C)CC1.[Br-],1.7333334985077207
all Q-HERO,expert (Good/Bad),CCCCCCCCCCCC[N+]1(C)CCN(C)CCN(C)CC1.[Br-],0.1491204816950491
