can,y,task,scaffold
CCCCCCCCCCCCCCCCCC[N+]1(C)CC[N+](C)(CCCCCCCCCCCCCCCCCC)CC1.[Br-].[Br-],0,binary,C1C[NH2+]CC[NH2+]1
CCCCCCCCNC(=O)C[N+]1(C)CC[N+](C)(CC(=O)NCCCCCCCC)CC1.[Br-].[Br-],1,binary,C1C[NH2+]CC[NH2+]1
CCCCCCCCCNC(=O)C[N+]1(C)CC[N+](C)(CC(=O)NCCCCCCCCC)CC1.[Br-].[Br-],1,binary,C1C[NH2+]CC[NH2+]1
CCCCCCCCCCNC(=O)C[N+]1(C)CC[N+](C)(CC(=O)NCCCCCCCCCC)CC1.[Br-].[Br-],1,binary,C1C[NH2+]CC[NH2+]1
CCCCCCCCCCCNC(=O)C[N+]1(C)CC[N+](C)(CC(=O)NCCCCCCCCCCC)CC1.[Br-].[Br-],0,binary,C1C[NH2+]CC[NH2+]1
CCCCCCCCCCCCNC(=O)C[N+]1(C)CC[N+](C)(CC(=O)NCCCCCCCCCCCC)CC1.[Br-].[Br-],0,binary,C1C[NH2+]CC[NH2+]1
CCCCCCCCCCCCCCNC(=O)C[N+]1(C)CC[N+](C)(CC(=O)NCCCCCCCCCCCCCC)CC1.[Br-].[Br-],0,binary,C1C[NH2+]CC[NH2+]1
CCCCCCCCCCCC[N+]12CCN(CC1)CC2.[Cl-],0,binary,C1C[NH+]2CCN1CC2
CCCCCCCC[N+](C)(C)CCC[N+](C)(CCC[N+](C)(C)CCCCCCCC)CCC[N+](C)(C)CCCCCCCC.[Br-].[Br-].[Br-].[I-],0,binary,acyclic
CCCCCCCCCC[N+](C)(C)CCC[N+](C)(CCC[N+](C)(C)CCCCCCCCCC)CCC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-].[Br-].[I-],1,binary,acyclic
CCCCCCCCCCC[N+](C)(C)CCC[N+](C)(CCC[N+](C)(C)CCCCCCCCCCC)CCC[N+](C)(C)CCCCCCCCCCC.[Br-].[Br-].[Br-].[I-],1,binary,acyclic
CCCCCCCCCCCC[N+](C)(C)CCC[N+](C)(CCC[N+](C)(C)CCCCCCCCCCCC)CCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-].[Br-].[I-],1,binary,acyclic
CCCCCCCCCCCCC[N+](C)(C)CCC[N+](C)(CCC[N+](C)(C)CCCCCCCCCCCCC)CCC[N+](C)(C)CCCCCCCCCCCCC.[Br-].[Br-].[Br-].[I-],1,binary,acyclic
CCCCCCCCCCCCCC[N+](C)(C)CCC[N+](C)(CCC[N+](C)(C)CCCCCCCCCCCCCC)CCC[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-].[Br-].[I-],0,binary,acyclic
CCCCCCCCCCCC[n+]1cccc(C2OCC3(CO2)COC(c2ccc[n+](CCCCCCCCCCCC)c2)OC3)c1.[Br-].[Br-],0,binary,c1c[nH+]cc(C2OCC3(CO2)COC(c2ccc[nH+]c2)OC3)c1
CCCCCCC[n+]1cccc(Oc2ccc(-c3ccc(Oc4ccc[n+](CCCCCCC)c4)cc3)cc2)c1.[Br-].[Br-],0,binary,c1c[nH+]cc(Oc2ccc(-c3ccc(Oc4ccc[nH+]c4)cc3)cc2)c1
CCCCCCC[n+]1cccc(Oc2ccc(-c3ccc(Oc4ccc[n+](CCCCCCC)c4)cc3)cc2)c1.[I-].[I-],0,binary,c1c[nH+]cc(Oc2ccc(-c3ccc(Oc4ccc[nH+]c4)cc3)cc2)c1
CCCCCCCC[n+]1cccc(Oc2ccc(-c3ccc(Oc4ccc[n+](CCCCCCCC)c4)cc3)cc2)c1.[Br-].[Br-],1,binary,c1c[nH+]cc(Oc2ccc(-c3ccc(Oc4ccc[nH+]c4)cc3)cc2)c1
CCCCCCCC[n+]1cccc(Oc2ccc(-c3ccc(Oc4ccc[n+](CCCCCCCC)c4)cc3)cc2)c1.[I-].[I-],0,binary,c1c[nH+]cc(Oc2ccc(-c3ccc(Oc4ccc[nH+]c4)cc3)cc2)c1
CCCCCCCCCC[n+]1cccc(Oc2ccc(-c3ccc(Oc4ccc[n+](CCCCCCCCCC)c4)cc3)cc2)c1.[Cl-].[Cl-],1,binary,c1c[nH+]cc(Oc2ccc(-c3ccc(Oc4ccc[nH+]c4)cc3)cc2)c1
CCCCCCCCCC[n+]1cccc(Oc2ccc(-c3ccc(Oc4ccc[n+](CCCCCCCCCC)c4)cc3)cc2)c1.[I-].[I-],1,binary,c1c[nH+]cc(Oc2ccc(-c3ccc(Oc4ccc[nH+]c4)cc3)cc2)c1
CCCCCCCCCCC[n+]1cccc(Oc2ccc(-c3ccc(Oc4ccc[n+](CCCCCCCCCCC)c4)cc3)cc2)c1.[Br-].[Br-],0,binary,c1c[nH+]cc(Oc2ccc(-c3ccc(Oc4ccc[nH+]c4)cc3)cc2)c1
CCCCCCCCCCCC[n+]1cccc(Oc2ccc(-c3ccc(Oc4ccc[n+](CCCCCCCCCCCC)c4)cc3)cc2)c1.[Br-].[Br-],0,binary,c1c[nH+]cc(Oc2ccc(-c3ccc(Oc4ccc[nH+]c4)cc3)cc2)c1
CCCCCCCCCCCC[n+]1cccc(Oc2ccc(-c3ccc(Oc4ccc[n+](CCCCCCCCCCCC)c4)cc3)cc2)c1.[I-].[I-],0,binary,c1c[nH+]cc(Oc2ccc(-c3ccc(Oc4ccc[nH+]c4)cc3)cc2)c1
CCCCCCCCCCCCCC[n+]1cccc(Oc2ccc(-c3ccc(Oc4ccc[n+](CCCCCCCCCCCCCC)c4)cc3)cc2)c1.[Br-].[Br-],0,binary,c1c[nH+]cc(Oc2ccc(-c3ccc(Oc4ccc[nH+]c4)cc3)cc2)c1
CCCCCCCCCCCCCCCC[n+]1cccc(Oc2ccc(-c3ccc(Oc4ccc[n+](CCCCCCCCCCCCCCCC)c4)cc3)cc2)c1.[Br-].[Br-],0,binary,c1c[nH+]cc(Oc2ccc(-c3ccc(Oc4ccc[nH+]c4)cc3)cc2)c1
CCCCCCC[n+]1cccc(Oc2ccc(Oc3ccc(Oc4ccc[n+](CCCCCCC)c4)cc3)cc2)c1.[I-].[I-],0,binary,c1c[nH+]cc(Oc2ccc(Oc3ccc(Oc4ccc[nH+]c4)cc3)cc2)c1
CCCCCCCC[n+]1cccc(Oc2ccc(Oc3ccc(Oc4ccc[n+](CCCCCCCC)c4)cc3)cc2)c1.[Br-].[Br-],0,binary,c1c[nH+]cc(Oc2ccc(Oc3ccc(Oc4ccc[nH+]c4)cc3)cc2)c1
CCCCCCCC[n+]1cccc(Oc2ccc(Oc3ccc(Oc4ccc[n+](CCCCCCCC)c4)cc3)cc2)c1.[I-].[I-],0,binary,c1c[nH+]cc(Oc2ccc(Oc3ccc(Oc4ccc[nH+]c4)cc3)cc2)c1
CCCCCCCCC[n+]1cccc(Oc2ccc(Oc3ccc(Oc4ccc[n+](CCCCCCCCC)c4)cc3)cc2)c1.[Br-].[Br-],1,binary,c1c[nH+]cc(Oc2ccc(Oc3ccc(Oc4ccc[nH+]c4)cc3)cc2)c1
CCCCCCCCCC[n+]1cccc(Oc2ccc(Oc3ccc(Oc4ccc[n+](CCCCCCCCCC)c4)cc3)cc2)c1.[I-].[I-],1,binary,c1c[nH+]cc(Oc2ccc(Oc3ccc(Oc4ccc[nH+]c4)cc3)cc2)c1
CCCCCCCCCC[n+]1cccc(Oc2ccc(Oc3ccc(Oc4ccc[n+](CCCCCCCCCC)c4)cc3)cc2)c1.[Cl-].[Cl-],1,binary,c1c[nH+]cc(Oc2ccc(Oc3ccc(Oc4ccc[nH+]c4)cc3)cc2)c1
CCCCCCCCCCC[n+]1cccc(Oc2ccc(Oc3ccc(Oc4ccc[n+](CCCCCCCCCCC)c4)cc3)cc2)c1.[Br-].[Br-],1,binary,c1c[nH+]cc(Oc2ccc(Oc3ccc(Oc4ccc[nH+]c4)cc3)cc2)c1
CCCCCCCCCCCC[n+]1cccc(Oc2ccc(Oc3ccc(Oc4ccc[n+](CCCCCCCCCCCC)c4)cc3)cc2)c1.[Br-].[Br-],0,binary,c1c[nH+]cc(Oc2ccc(Oc3ccc(Oc4ccc[nH+]c4)cc3)cc2)c1
CCCCCCCCCCCC[n+]1cccc(Oc2ccc(Oc3ccc(Oc4ccc[n+](CCCCCCCCCCCC)c4)cc3)cc2)c1.[I-].[I-],0,binary,c1c[nH+]cc(Oc2ccc(Oc3ccc(Oc4ccc[nH+]c4)cc3)cc2)c1
CCCCCCCCCCCCCC[n+]1cccc(Oc2ccc(Oc3ccc(Oc4ccc[n+](CCCCCCCCCCCCCC)c4)cc3)cc2)c1.[Br-].[Br-],0,binary,c1c[nH+]cc(Oc2ccc(Oc3ccc(Oc4ccc[nH+]c4)cc3)cc2)c1
CCCCCCC[n+]1cccc(Oc2ccc(-c3ccc(-c4ccc(Oc5ccc[n+](CCCCCCC)c5)cc4)cc3)cc2)c1.[Br-].[Br-],0,binary,c1c[nH+]cc(Oc2ccc(-c3ccc(-c4ccc(Oc5ccc[nH+]c5)cc4)cc3)cc2)c1
CCCCCCCC[n+]1cccc(Oc2ccc(-c3ccc(-c4ccc(Oc5ccc[n+](CCCCCCCC)c5)cc4)cc3)cc2)c1.[Br-].[Br-],0,binary,c1c[nH+]cc(Oc2ccc(-c3ccc(-c4ccc(Oc5ccc[nH+]c5)cc4)cc3)cc2)c1
CCCCCCCCC[n+]1cccc(Oc2ccc(-c3ccc(-c4ccc(Oc5ccc[n+](CCCCCCCCC)c5)cc4)cc3)cc2)c1.[Br-].[Br-],0,binary,c1c[nH+]cc(Oc2ccc(-c3ccc(-c4ccc(Oc5ccc[nH+]c5)cc4)cc3)cc2)c1
CCCCCCCCCC[n+]1cccc(Oc2ccc(-c3ccc(-c4ccc(Oc5ccc[n+](CCCCCCCCCC)c5)cc4)cc3)cc2)c1.[Br-].[Br-],0,binary,c1c[nH+]cc(Oc2ccc(-c3ccc(-c4ccc(Oc5ccc[nH+]c5)cc4)cc3)cc2)c1
CCCCCCCCCCC[n+]1cccc(Oc2ccc(-c3ccc(-c4ccc(Oc5ccc[n+](CCCCCCCCCCC)c5)cc4)cc3)cc2)c1.[Br-].[Br-],0,binary,c1c[nH+]cc(Oc2ccc(-c3ccc(-c4ccc(Oc5ccc[nH+]c5)cc4)cc3)cc2)c1
CCCCCCCC[n+]1ccccc1Oc1ccc2ccc(Oc3cccc[n+]3CCCCCCCC)cc2c1.[Br-].[Br-],0,binary,c1ccc(Oc2ccc3ccc(Oc4cccc[nH+]4)cc3c2)[nH+]c1
CCCCCCCCC[n+]1ccccc1Oc1ccc2ccc(Oc3cccc[n+]3CCCCCCCCC)cc2c1.[Br-].[Br-],1,binary,c1ccc(Oc2ccc3ccc(Oc4cccc[nH+]4)cc3c2)[nH+]c1
CCCCCCCCCC[n+]1ccccc1Oc1ccc2ccc(Oc3cccc[n+]3CCCCCCCCCC)cc2c1.[Br-].[Br-],1,binary,c1ccc(Oc2ccc3ccc(Oc4cccc[nH+]4)cc3c2)[nH+]c1
CCCCCCCCCCC[n+]1ccccc1Oc1ccc2ccc(Oc3cccc[n+]3CCCCCCCCCCC)cc2c1.[Br-].[Br-],0,binary,c1ccc(Oc2ccc3ccc(Oc4cccc[nH+]4)cc3c2)[nH+]c1
CCCCCCCCCCCC[n+]1ccccc1Oc1ccc2ccc(Oc3cccc[n+]3CCCCCCCCCCCC)cc2c1.[Br-].[Br-],0,binary,c1ccc(Oc2ccc3ccc(Oc4cccc[nH+]4)cc3c2)[nH+]c1
CCCCCCCC[n+]1ccccc1Oc1ccc(-c2ccc(Oc3cccc[n+]3CCCCCCCC)cc2)cc1.[Br-].[Br-],1,binary,c1ccc(Oc2ccc(-c3ccc(Oc4cccc[nH+]4)cc3)cc2)[nH+]c1
CCCCCCCC[n+]1ccccc1Oc1ccc(-c2ccc(Oc3cccc[n+]3CCCCCCCC)cc2)cc1.[I-].[I-],0,binary,c1ccc(Oc2ccc(-c3ccc(Oc4cccc[nH+]4)cc3)cc2)[nH+]c1
CCCCCCCCCC[n+]1ccccc1Oc1ccc(-c2ccc(Oc3cccc[n+]3CCCCCCCCCC)cc2)cc1.[Br-].[Br-],1,binary,c1ccc(Oc2ccc(-c3ccc(Oc4cccc[nH+]4)cc3)cc2)[nH+]c1
CCCCCCCCCC[n+]1ccccc1Oc1ccc(-c2ccc(Oc3cccc[n+]3CCCCCCCCCC)cc2)cc1.[I-].[I-],0,binary,c1ccc(Oc2ccc(-c3ccc(Oc4cccc[nH+]4)cc3)cc2)[nH+]c1
CCCCCCCCCCCC[n+]1ccccc1Oc1ccc(-c2ccc(Oc3cccc[n+]3CCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],0,binary,c1ccc(Oc2ccc(-c3ccc(Oc4cccc[nH+]4)cc3)cc2)[nH+]c1
CCCCCCCCCCCC[n+]1ccccc1Oc1ccc(-c2ccc(Oc3cccc[n+]3CCCCCCCCCCCC)cc2)cc1.[I-].[I-],0,binary,c1ccc(Oc2ccc(-c3ccc(Oc4cccc[nH+]4)cc3)cc2)[nH+]c1
CCCCCCCC[n+]1ccc(Oc2ccc(-c3ccc(Oc4cc[n+](CCCCCCCC)cc4)cc3)cc2)cc1.[Br-].[Br-],1,binary,c1cc(Oc2ccc(-c3ccc(Oc4cc[nH+]cc4)cc3)cc2)cc[nH+]1
CCCCCCCC[n+]1ccc(Oc2ccc(-c3ccc(Oc4cc[n+](CCCCCCCC)cc4)cc3)cc2)cc1.[I-].[I-],1,binary,c1cc(Oc2ccc(-c3ccc(Oc4cc[nH+]cc4)cc3)cc2)cc[nH+]1
CCCCCCCCCC[n+]1ccc(Oc2ccc(-c3ccc(Oc4cc[n+](CCCCCCCCCC)cc4)cc3)cc2)cc1.[Br-].[Br-],1,binary,c1cc(Oc2ccc(-c3ccc(Oc4cc[nH+]cc4)cc3)cc2)cc[nH+]1
CCCCCCCCCC[n+]1ccc(Oc2ccc(-c3ccc(Oc4cc[n+](CCCCCCCCCC)cc4)cc3)cc2)cc1.[I-].[I-],0,binary,c1cc(Oc2ccc(-c3ccc(Oc4cc[nH+]cc4)cc3)cc2)cc[nH+]1
CCCCCCCCCCCC[n+]1ccc(Oc2ccc(-c3ccc(Oc4cc[n+](CCCCCCCCCCCC)cc4)cc3)cc2)cc1.[Br-].[Br-],0,binary,c1cc(Oc2ccc(-c3ccc(Oc4cc[nH+]cc4)cc3)cc2)cc[nH+]1
CCCCCCCCCCCC[n+]1ccc(Oc2ccc(-c3ccc(Oc4cc[n+](CCCCCCCCCCCC)cc4)cc3)cc2)cc1.[I-].[I-],0,binary,c1cc(Oc2ccc(-c3ccc(Oc4cc[nH+]cc4)cc3)cc2)cc[nH+]1
CCCCCCCC[n+]1ccc(Oc2ccc(Oc3ccc(Oc4cc[n+](CCCCCCCC)cc4)cc3)cc2)cc1.[Br-].[Br-],1,binary,c1cc(Oc2ccc(Oc3ccc(Oc4cc[nH+]cc4)cc3)cc2)cc[nH+]1
CCCCCCCCC[n+]1ccc(Oc2ccc(Oc3ccc(Oc4cc[n+](CCCCCCCCC)cc4)cc3)cc2)cc1.[Br-].[Br-],1,binary,c1cc(Oc2ccc(Oc3ccc(Oc4cc[nH+]cc4)cc3)cc2)cc[nH+]1
CCCCCCCCCC[n+]1ccc(Oc2ccc(Oc3ccc(Oc4cc[n+](CCCCCCCCCC)cc4)cc3)cc2)cc1.[Cl-].[Cl-],1,binary,c1cc(Oc2ccc(Oc3ccc(Oc4cc[nH+]cc4)cc3)cc2)cc[nH+]1
CCCCCCCCCC[n+]1ccc(Oc2ccc(Oc3ccc(Oc4cc[n+](CCCCCCCCCC)cc4)cc3)cc2)cc1.[Br-].[Br-],1,binary,c1cc(Oc2ccc(Oc3ccc(Oc4cc[nH+]cc4)cc3)cc2)cc[nH+]1
CCCCCCCCCC[n+]1ccc(Oc2ccc(Oc3ccc(Oc4cc[n+](CCCCCCCCCC)cc4)cc3)cc2)cc1.[I-].[I-],0,binary,c1cc(Oc2ccc(Oc3ccc(Oc4cc[nH+]cc4)cc3)cc2)cc[nH+]1
CCCCCCCCCCC[n+]1ccc(Oc2ccc(Oc3ccc(Oc4cc[n+](CCCCCCCCCCC)cc4)cc3)cc2)cc1.[Br-].[Br-],0,binary,c1cc(Oc2ccc(Oc3ccc(Oc4cc[nH+]cc4)cc3)cc2)cc[nH+]1
CCCCCCNc1cc[n+](Cc2ccccc2OCCCCOc2ccccc2C[n+]2ccc(NCCCCCC)cc2)cc1.[Cl-].[Cl-],0,binary,c1cc[n+](Cc2ccccc2OCCCCOc2ccccc2C[n+]2ccccc2)cc1
CCCCCCCNc1cc[n+](Cc2ccccc2OCCCCOc2ccccc2C[n+]2ccc(NCCCCCCC)cc2)cc1.[Cl-].[Cl-],0,binary,c1cc[n+](Cc2ccccc2OCCCCOc2ccccc2C[n+]2ccccc2)cc1
CCCCCCCCNc1cc[n+](Cc2ccccc2OCCCCOc2ccccc2C[n+]2ccc(NCCCCCCCC)cc2)cc1.[Cl-].[Cl-],0,binary,c1cc[n+](Cc2ccccc2OCCCCOc2ccccc2C[n+]2ccccc2)cc1
CCCCCCCCCNc1cc[n+](Cc2ccccc2OCCCCOc2ccccc2C[n+]2ccc(NCCCCCCCCC)cc2)cc1.[Cl-].[Cl-],0,binary,c1cc[n+](Cc2ccccc2OCCCCOc2ccccc2C[n+]2ccccc2)cc1
CCCCCCCCCCNc1cc[n+](Cc2ccccc2OCCCCOc2ccccc2C[n+]2ccc(NCCCCCCCCCC)cc2)cc1.[Cl-].[Cl-],0,binary,c1cc[n+](Cc2ccccc2OCCCCOc2ccccc2C[n+]2ccccc2)cc1
CCCCCCCCCCCNc1cc[n+](Cc2ccccc2OCCCCOc2ccccc2C[n+]2ccc(NCCCCCCCCCCC)cc2)cc1.[Cl-].[Cl-],0,binary,c1cc[n+](Cc2ccccc2OCCCCOc2ccccc2C[n+]2ccccc2)cc1
CCCCCCCCCCCCNc1cc[n+](Cc2ccccc2OCCCCOc2ccccc2C[n+]2ccc(NCCCCCCCCCCCC)cc2)cc1.[Cl-].[Cl-],0,binary,c1cc[n+](Cc2ccccc2OCCCCOc2ccccc2C[n+]2ccccc2)cc1
CCCCCCNc1ccc[n+](Cc2ccccc2OCCCCOc2ccccc2C[n+]2cccc(NCCCCCC)c2)c1.[Cl-].[Cl-],0,binary,c1cc[n+](Cc2ccccc2OCCCCOc2ccccc2C[n+]2ccccc2)cc1
CCCCCCCCNc1ccc[n+](Cc2ccccc2OCCCCOc2ccccc2C[n+]2cccc(NCCCCCCCC)c2)c1.[Cl-].[Cl-],0,binary,c1cc[n+](Cc2ccccc2OCCCCOc2ccccc2C[n+]2ccccc2)cc1
CCCCCCCCCNc1ccc[n+](Cc2ccccc2OCCCCOc2ccccc2C[n+]2cccc(NCCCCCCCCC)c2)c1.[Cl-].[Cl-],0,binary,c1cc[n+](Cc2ccccc2OCCCCOc2ccccc2C[n+]2ccccc2)cc1
CCCCCCCCCCNc1ccc[n+](Cc2ccccc2OCCCCOc2ccccc2C[n+]2cccc(NCCCCCCCCCC)c2)c1.[Cl-].[Cl-],0,binary,c1cc[n+](Cc2ccccc2OCCCCOc2ccccc2C[n+]2ccccc2)cc1
CCCCCCCCCCCNc1ccc[n+](Cc2ccccc2OCCCCOc2ccccc2C[n+]2cccc(NCCCCCCCCCCC)c2)c1.[Cl-].[Cl-],0,binary,c1cc[n+](Cc2ccccc2OCCCCOc2ccccc2C[n+]2ccccc2)cc1
CCCCCCCCCCCCNc1ccc[n+](Cc2ccccc2OCCCCOc2ccccc2C[n+]2cccc(NCCCCCCCCCCCC)c2)c1.[Cl-].[Cl-],0,binary,c1cc[n+](Cc2ccccc2OCCCCOc2ccccc2C[n+]2ccccc2)cc1
CCCCCCCC[N+](C)(C)Cc1cnc(C)c(OC(C)=O)c1C.[Cl-],0,binary,c1ccncc1
CCCCCCCCCCCC[N+](C)(C)Cc1cnc(C)c(OC(C)=O)c1C.[Cl-],0,binary,c1ccncc1
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1cnc(C)c(OC(C)=O)c1C.[Cl-],0,binary,c1ccncc1
CCCCCCCC[N+](C)(C)Cc1c[nH+]c(C)c(O)c1C.[Cl-].[Cl-],0,binary,c1cc[nH+]cc1
CCCCCCCCCCCC[N+](C)(C)Cc1c[nH+]c(C)c(O)c1C.[Cl-].[Cl-],0,binary,c1cc[nH+]cc1
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1c[nH+]c(C)c(O)c1C.[Cl-].[Cl-],0,binary,c1cc[nH+]cc1
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1cnc(C)c2c1COCO2.[Cl-],0,binary,c1cc2c(cn1)OCOC2
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1cnc(C)c2c1COC(CC)O2.[Cl-],0,binary,c1cc2c(cn1)OCOC2
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1cnc(C)c2c1COC(CCC)O2.[Cl-],0,binary,c1cc2c(cn1)OCOC2
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1cnc(C)c2c1COC(CCCC)O2.[Cl-],0,binary,c1cc2c(cn1)OCOC2
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1cnc(C)c2c1COC(C(C)(C)C)O2.[Cl-],0,binary,c1cc2c(cn1)OCOC2
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1cnc(C)c2c1COC(CCCCCCCC)O2.[Cl-],0,binary,c1cc2c(cn1)OCOC2
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1cnc(C)c2c1COC(C(C)CCCCCCCCC)O2.[Cl-],0,binary,c1cc2c(cn1)OCOC2
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1cnc(C)c2c1COC1(CCCC1)O2.[Cl-],0,binary,c1cc2c(cn1)OC1(CCCC1)OC2
CCCCCCCC[N+](C)(C)Cc1nc(CO)c(CO)c2c1OC(C)(C)OC2.[Cl-],0,binary,c1cc2c(cn1)OCOC2
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1nc(CO)c(CO)c2c1OC(C)(C)OC2.[Cl-],0,binary,c1cc2c(cn1)OCOC2
CCCCCCCC[N+](C)(C)Cc1nc(CO)c(CO)c(CO)c1O.[Cl-],0,binary,c1ccncc1
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1nc(CO)c(CO)c(CO)c1O.[Cl-],0,binary,c1ccncc1
Cc1ncc(C[N+](C)(C)CC[N+](C)(C)Cc2cnc(C)c3c2COC(C)(C)O3)c2c1OC(C)(C)OC2.[Cl-].[Cl-],0,binary,c1ncc2c(c1C[NH2+]CC[NH2+]Cc1cncc3c1COCO3)COCO2
Cc1ncc(C[N+](C)(C)CCC[N+](C)(C)Cc2cnc(C)c3c2COC(C)(C)O3)c2c1OC(C)(C)OC2.[Cl-].[Cl-],0,binary,c1ncc2c(c1C[NH2+]CCC[NH2+]Cc1cncc3c1COCO3)COCO2
Cc1ncc(C[N+](C)(C)CCCC[N+](C)(C)Cc2cnc(C)c3c2COC(C)(C)O3)c2c1OC(C)(C)OC2.[Cl-].[Cl-],0,binary,c1ncc2c(c1C[NH2+]CCCC[NH2+]Cc1cncc3c1COCO3)COCO2
Cc1ncc(C[N+](C)(C)CCCCCC[N+](C)(C)Cc2cnc(C)c3c2COC(C)(C)O3)c2c1OC(C)(C)OC2.[Cl-].[Cl-],0,binary,c1ncc2c(c1C[NH2+]CCCCCC[NH2+]Cc1cncc3c1COCO3)COCO2
Cc1[nH+]cc(C[N+](C)(C)CC[N+](C)(C)Cc2c[nH+]c(C)c(O)c2CO)c(CO)c1O.[Cl-].[Cl-].[Cl-].[Cl-],0,binary,c1c[nH+]cc(C[NH2+]CC[NH2+]Cc2ccc[nH+]c2)c1
Cc1[nH+]cc(C[N+](C)(C)CCC[N+](C)(C)Cc2c[nH+]c(C)c(O)c2CO)c(CO)c1O.[Cl-].[Cl-].[Cl-].[Cl-],0,binary,c1c[nH+]cc(C[NH2+]CCC[NH2+]Cc2ccc[nH+]c2)c1
Cc1[nH+]cc(C[N+](C)(C)CCCC[N+](C)(C)Cc2c[nH+]c(C)c(O)c2CO)c(CO)c1O.[Cl-].[Cl-].[Cl-].[Cl-],0,binary,c1c[nH+]cc(C[NH2+]CCCC[NH2+]Cc2ccc[nH+]c2)c1
Cc1[nH+]cc(C[N+](C)(C)CCCCCC[N+](C)(C)Cc2c[nH+]c(C)c(O)c2CO)c(CO)c1O.[Cl-].[Cl-].[Cl-].[Cl-],0,binary,c1c[nH+]cc(C[NH2+]CCCCCC[NH2+]Cc2ccc[nH+]c2)c1
CCCC1OCc2c(C[N+](C)(C)CC[N+](C)(C)Cc3cnc(C)c4c3COC(CCC)O4)cnc(C)c2O1.[Cl-].[Cl-],0,binary,c1ncc2c(c1C[NH2+]CC[NH2+]Cc1cncc3c1COCO3)COCO2
CCCC1OCc2c(C[N+](C)(C)CCC[N+](C)(C)Cc3cnc(C)c4c3COC(CCC)O4)cnc(C)c2O1.[Cl-].[Cl-],0,binary,c1ncc2c(c1C[NH2+]CCC[NH2+]Cc1cncc3c1COCO3)COCO2
CCCC1OCc2c(C[N+](C)(C)CCCC[N+](C)(C)Cc3cnc(C)c4c3COC(CCC)O4)cnc(C)c2O1.[Cl-].[Cl-],0,binary,c1ncc2c(c1C[NH2+]CCCC[NH2+]Cc1cncc3c1COCO3)COCO2
CCCC1OCc2c(C[N+](C)(C)CCCCCC[N+](C)(C)Cc3cnc(C)c4c3COC(CCC)O4)cnc(C)c2O1.[Cl-].[Cl-],0,binary,c1ncc2c(c1C[NH2+]CCCCCC[NH2+]Cc1cncc3c1COCO3)COCO2
CCCCCCCC[N+](C)(C)Cc1cnc(C[N+](C)(C)CCCCCCCC)c2c1COC(C)(C)O2.[Cl-].[Cl-],0,binary,c1cc2c(cn1)OCOC2
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1cnc(C[N+](C)(C)CCCCCCCCCCCCCCCCCC)c2c1COC(C)(C)O2.[Cl-].[Cl-],0,binary,c1cc2c(cn1)OCOC2
CCCCCCCC[N+](C)(C)Cc1c[nH+]c(C[N+](C)(C)CCCCCCCC)c(O)c1CO.[Cl-].[Cl-].[Cl-],0,binary,c1cc[nH+]cc1
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1c[nH+]c(C[N+](C)(C)CCCCCCCCCCCCCCCCCC)c(O)c1CO.[Cl-].[Cl-].[Cl-],0,binary,c1cc[nH+]cc1
CCCCCCCC[N+]1(CCCCCCCC)Cc2nc(C)c3c(c2C1)COC(C)(C)O3.[Br-],0,binary,c1nc2c(c3c1OCOC3)C[NH2+]C2
CCCCCCCC[N+]1(CCCCCCCC)Cc2nc(C)c3c(c2C1)COC(C)(C)O3.[I-],0,binary,c1nc2c(c3c1OCOC3)C[NH2+]C2
CCCCCCCC[N+]1(CCCCCCCC)Cc2nc(C)c3c(c2C1)COC(CCC)O3.[Cl-],1,binary,c1nc2c(c3c1OCOC3)C[NH2+]C2
CCCCCCCC[N+]1(CCCCCCCC)Cc2nc(C)c3c(c2C1)COC(CCCCC)O3.[Cl-],1,binary,c1nc2c(c3c1OCOC3)C[NH2+]C2
Cc1nc(C[N+](C)(C/C=C/C#CC(C)(C)C)Cc2cccc3ccccc23)c(CO)c2c1OC(C)(C)OC2.[Br-],0,binary,c1ccc2c(C[NH2+]Cc3cc4c(cn3)OCOC4)cccc2c1
CCCC1OCc2c(CO)c(C[N+](C)(C/C=C/C#CC(C)(C)C)Cc3cccc4ccccc34)nc(C)c2O1.[Br-],0,binary,c1ccc2c(C[NH2+]Cc3cc4c(cn3)OCOC4)cccc2c1
