can,y,task,scaffold
CCCCCCCCCCCCCCCCCC(=O)NCC[N+](C)(C)Cc1cnc(C)c2c1COC(CCC)O2.[Cl-],6.745790565666357,reg,c1cc2c(cn1)OCOC2
CCCCCCCCCCCCCCCCCCCC(=O)OCC[n+]1ccccc1.[Br-],6.486966289597747,reg,c1cc[nH+]cc1
CCCCCCCCCCCCCCCCCCCC[n+]1ccc(-c2cc[n+](C)cc2)cc1.[Br-].[I-],5.959990297524481,reg,c1cc(-c2cc[nH+]cc2)cc[nH+]1
CCCCCCCCCCCCCCCCCCCC[n+]1ccc(-c2cc[n+](CC)cc2)cc1.[Br-].[Br-],5.959990297524481,reg,c1cc(-c2cc[nH+]cc2)cc[nH+]1
CCCCCCCCCCCCCCCCCCCC[n+]1ccc(-c2ccncc2)cc1.[Br-],7.965784284662087,reg,c1cc(-c2cc[nH+]cc2)ccn1
CCCCCCCCCCCCCCCCCCCC[n+]1ccc(/C=N/O)cc1.[Br-],8.465784284662087,reg,c1cc[nH+]cc1
CCCCCCCCCCCCCCCCCCNC(=O)C[n+]1ccccc1.[Cl-],5.217014584467278,reg,c1cc[nH+]cc1
CCCCCCCCCCCCCCCCCCOC(=O)C[n+]1ccccc1.[Cl-],14.874643021239185,reg,c1cc[nH+]cc1
CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCC(=O)OC.[Cl-],7.8753698253942455,reg,acyclic
CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCN(CCCCCCCC)CCC[N+](C)(C)CCCCCCCCCCCCCCCCCC.[Br-],6.015693807105145,reg,acyclic
CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCN(CCCCCCCCCC)CCC[N+](C)(C)CCCCCCCCCCCCCCCCCC.[Br-],5.972692654004264,reg,acyclic
CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCN(CCCCCCCCCCCC)CCC[N+](C)(C)CCCCCCCCCCCCCCCCCC.[Br-],4.944858445807539,reg,acyclic
CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCN(CCCCCCCCCCCCCCCC)CCC[N+](C)(C)CCCCCCCCCCCCCCCCCC.[Br-],4.867896463992655,reg,acyclic
CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCNCCC[N+](C)(C)CCCCCCCCCCCCCCCCCC.[I-],4.044394119358453,reg,acyclic
CCCCCCCCCCCCCCCCCC[N+](C)(C)CCN(C)CC[N+](C)(C)CCCCCCCCCCCCCCCCCC.[Br-],8.527477006060396,reg,acyclic
CCCCCCCCCCCCCCCCCC[N+](C)(C)CCN(C)CC[N+](C)(C)CCCCCCCCCCCCCCCCCC.[I-],7.076815597050831,reg,acyclic
CCCCCCCCCCCCCCCCCC[N+](C)(C)CCOCC[N+](C)(C)CCCCCCCCCCCCCCCCCC.[Br-].[Br-],8.873444112515376,reg,acyclic
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1[nH+]c(C)c(O)c(CO)c1CO.[Br-].[Br-],8.125427968845553,reg,c1cc[nH+]cc1
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1c[nH+]c(C)c(O)c1C.[Cl-].[Cl-],1.9837632887271697,reg,c1cc[nH+]cc1
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1c[nH+]c(C)c(O)c1CO.[Cl-].[Cl-],7.42171595418993,reg,c1cc[nH+]cc1
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1c[nH+]c(C[N+](C)(C)CCCCCCCCCCCCCCCCCC)c(O)c1CO.[Cl-].[Cl-].[Cl-],6.22824285451964,reg,c1cc[nH+]cc1
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccc(C[N+](C)(C)CCCCCCCCCCCCCCCCCC)cc1.[Br-].[Br-],9.609548138999429,reg,c1ccccc1
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1cnc(C)c(OC(C)=O)c1C.[Cl-],1.9679414859148003,reg,c1ccncc1
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1cnc(C)c2c1COC(C(C)(C)C)O2.[Cl-],6.853824452713512,reg,c1cc2c(cn1)OCOC2
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1cnc(C)c2c1COC(C(C)CCCCCCCCC)O2.[Cl-],6.618151844033286,reg,c1cc2c(cn1)OCOC2
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1cnc(C)c2c1COC(C)(C)O2.[Cl-],3.9288908781742222,reg,c1cc2c(cn1)OCOC2
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1cnc(C)c2c1COC(CC)O2.[Cl-],6.428890878174222,reg,c1cc2c(cn1)OCOC2
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1cnc(C)c2c1COC(CCC)O2.[Cl-],5.390869487716612,reg,c1cc2c(cn1)OCOC2
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1cnc(C)c2c1COC(CCCC)O2.[Cl-],5.353824452713512,reg,c1cc2c(cn1)OCOC2
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1cnc(C)c2c1COC(CCCCCCCC)O2.[Cl-],6.714481778323436,reg,c1cc2c(cn1)OCOC2
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1cnc(C)c2c1COC1(CCCC1)O2.[Cl-],5.3590904934583365,reg,c1cc2c(cn1)OC1(CCCC1)OC2
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1cnc(C)c2c1COCO2.[Cl-],3.008078585569619,reg,c1cc2c(cn1)OCOC2
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1cnc(C[N+](C)(C)CCCCCCCCCCCCCCCCCC)c2c1COC(C(C)(C)C)O2.[Cl-].[Cl-],6.175709526771451,reg,c1cc2c(cn1)OCOC2
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1cnc(C[N+](C)(C)CCCCCCCCCCCCCCCCCC)c2c1COC(C(C)C)O2.[Cl-].[Cl-],6.198750272775377,reg,c1cc2c(cn1)OCOC2
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1cnc(C[N+](C)(C)CCCCCCCCCCCCCCCCCC)c2c1COC(C(C)CC)O2.[Cl-].[Cl-],6.175709526771451,reg,c1cc2c(cn1)OCOC2
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1cnc(C[N+](C)(C)CCCCCCCCCCCCCCCCCC)c2c1COC(C(C)CCC)O2.[Cl-].[Cl-],6.153030978997994,reg,c1cc2c(cn1)OCOC2
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1cnc(C[N+](C)(C)CCCCCCCCCCCCCCCCCC)c2c1COC(C(C)CCCCCCCCC)O2.[Cl-].[Cl-],6.023972237836113,reg,c1cc2c(cn1)OCOC2
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1cnc(C[N+](C)(C)CCCCCCCCCCCCCCCCCC)c2c1COC(C(CC)CC)O2.[Cl-].[Cl-],6.153030978997994,reg,c1cc2c(cn1)OCOC2
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1cnc(C[N+](C)(C)CCCCCCCCCCCCCCCCCC)c2c1COC(C(CC)CCCC)O2.[Cl-].[Cl-],6.108716145073694,reg,c1cc2c(cn1)OCOC2
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1cnc(C[N+](C)(C)CCCCCCCCCCCCCCCCCC)c2c1COC(C)(C)O2.[Cl-].[Cl-],6.222164974348269,reg,c1cc2c(cn1)OCOC2
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1cnc(C[N+](C)(C)CCCCCCCCCCCCCCCCCC)c2c1COC(C)(CCCCCCCC)O2.[Cl-].[Cl-],6.0657220487474275,reg,c1cc2c(cn1)OCOC2
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1cnc(C[N+](C)(C)CCCCCCCCCCCCCCCCCC)c2c1COC(C)O2.[Cl-].[Cl-],6.245965970770335,reg,c1cc2c(cn1)OCOC2
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1cnc(C[N+](C)(C)CCCCCCCCCCCCCCCCCC)c2c1COC(CC)O2.[Cl-].[Cl-],6.222164974348268,reg,c1cc2c(cn1)OCOC2
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1cnc(C[N+](C)(C)CCCCCCCCCCCCCCCCCC)c2c1COC(CCC)O2.[Cl-].[Cl-],6.198750272775377,reg,c1cc2c(cn1)OCOC2
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1cnc(C[N+](C)(C)CCCCCCCCCCCCCCCCCC)c2c1COC(CCCC)O2.[Cl-].[Cl-],6.175709526771451,reg,c1cc2c(cn1)OCOC2
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1cnc(C[N+](C)(C)CCCCCCCCCCCCCCCCCC)c2c1COC(CCCCC)O2.[Cl-].[Cl-],6.153030978997994,reg,c1cc2c(cn1)OCOC2
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1cnc(C[N+](C)(C)CCCCCCCCCCCCCCCCCC)c2c1COC(CCCCCC)O2.[Cl-].[Cl-],6.130703418030044,reg,c1cc2c(cn1)OCOC2
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1cnc(C[N+](C)(C)CCCCCCCCCCCCCCCCCC)c2c1COC(CCCCCCC)O2.[Cl-].[Cl-],6.108716145073694,reg,c1cc2c(cn1)OCOC2
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1cnc(C[N+](C)(C)CCCCCCCCCCCCCCCCCC)c2c1COC(CCCCCCCC)O2.[Cl-].[Cl-],6.087058943181983,reg,c1cc2c(cn1)OCOC2
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1cnc(C[N+](C)(C)CCCCCCCCCCCCCCCCCC)c2c1COC1(CCCCC1)O2.[Cl-].[Cl-],6.156268549193866,reg,c1cc2c(cn1)OC1(CCCCC1)OC2
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1cnc(C[N+](C)(C)CCCCCCCCCCCCCCCCCC)c2c1COCO2.[Cl-].[Cl-],6.270166222313757,reg,c1cc2c(cn1)OCOC2
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1nc(C)c2c(c1CO)COC(C)(C)O2.[Br-],8.720485445376617,reg,c1cc2c(cn1)OCOC2
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1nc(CO)c(CO)c(CO)c1O.[Cl-],5.412613199268665,reg,c1ccncc1
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1nc(CO)c(CO)c2c1OC(C)(C)OC2.[Cl-],4.307712394037654,reg,c1cc2c(cn1)OCOC2
CCCCCCCCCCCCCCCCCC[N+](C)(CCCCCCCCCCC(=O)OC)CCCCCCCCCCC(=O)OC.[Cl-],7.446510111154603,reg,acyclic
CCCCCCCCCCCCCCCCCC[N+]1(C)CCCC1.[Br-],4.488639961749959,reg,C1CC[NH2+]C1
CCCCCCCCCCCCCCCCCC[N+]1(C)CC[N+](C)(CCCCCCCCCCCCCCCCCC)CC1.[Br-].[Br-],7.465784284662087,reg,C1C[NH2+]CC[NH2+]1
CCCCCCCCCCCCCCCCCC[S+]1CCCC1.[I-],4.488639961749959,reg,C1CC[SH+]C1
CCCCCCCCCCCCCCCCCC[n+]1ccc(-c2cc[n+](CCCCCCCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],7.965784284662087,reg,c1cc(-c2cc[nH+]cc2)cc[nH+]1
CCCCCCCCCCCCCCCCCC[n+]1ccc(-c2ccncc2)cc1.[Br-],6.459990297524481,reg,c1cc(-c2cc[nH+]cc2)ccn1
CCCCCCCCCCCCCCCCCC[n+]1ccc(/C=C/c2cc[n+](CCCCCCCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],7.965784284662087,reg,C(=Cc1cc[nH+]cc1)c1cc[nH+]cc1
CCCCCCCCCCCCCCCCCC[n+]1ccc(/C=N/O)cc1.[Br-],3.9653225483672547,reg,c1cc[nH+]cc1
CCCCCCCCCCCCCCCCCC[n+]1ccc(CCCc2cc[n+](CCCCCCCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],3.5,reg,c1cc(CCCc2cc[nH+]cc2)cc[nH+]1
CCCCCCCCCCCCCCCCCC[n+]1ccc(CCc2cc[n+](CCCCCCCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],6.971532104081001,reg,c1cc(CCc2cc[nH+]cc2)cc[nH+]1
CCCCCCCCCCCCCCCCCC[n+]1cccc(CN(Cc2ccc[n+](CCCCCCCCCCCCCCCCCC)c2)Cc2ccc[n+](CCCCCCCCCCCCCCCCCC)c2)c1.[Br-].[Br-].[Br-],4.0,reg,c1c[nH+]cc(CN(Cc2ccc[nH+]c2)Cc2ccc[nH+]c2)c1
CCCCCCCCCCCCCCCCCCn1c(=O)c2c(-c3ccccc3)nc(-c3ccc[n+](Cc4ccccc4)c3)n2c2ccccc21.[Cl-],9.444850174513169,reg,O=c1[nH]c2ccccc2n2c(-c3ccc[n+](Cc4ccccc4)c3)nc(-c3ccccc3)c12
CCCCCCCCCCCCCCCCN(CCC[N+](C)(C)CCCCCCCCCCCCCCCC)CCC[N+](C)(C)CCCCCCCCCCCCCCCC.[I-],4.817623257511431,reg,acyclic
CCCCCCCCCCCCCCCCNC(=O)C[N+](C)(C)CC(=O)NCCCCCCNC(=O)C[N+](C)(C)CC(=O)NCCCCCCCCCCCCCCCC.[Br-].[Br-],8.949698795546135,reg,acyclic
CCCCCCCCCCCCCCCCNC(=O)C[N+](C)(C)CC(=O)NCCCCNC(=O)C[N+](C)(C)CC(=O)NCCCCCCCCCCCCCCCC.[Br-].[Br-],8.780844181319383,reg,acyclic
CCCCCCCCCCCCCCCCNC(=O)C[N+](C)(C)CC(=O)NCCCNC(=O)C[N+](C)(C)CC(=O)NCCCCCCCCCCCCCCCC.[Br-].[Br-],8.801575775436795,reg,acyclic
CCCCCCCCCCCCCCCCNC(=O)C[N+](C)(C)CC(=O)NCCNC(=O)C[N+](C)(C)CC(=O)NCCCCCCCCCCCCCCCC.[Br-].[Br-],8.82260963232262,reg,acyclic
CCCCCCCCCCCCCCCCOC(=O)CC[n+]1ccccc1.[Cl-],10.244864958589773,reg,c1cc[nH+]cc1
CCCCCCCCCCCCCCCCOC(=O)C[n+]1ccccc1.[Cl-],14.472903487549917,reg,c1cc[nH+]cc1
CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],4.754887502163468,reg,acyclic
CCCCCCCCCCCCCCCC[N+](C)(C)CC1CO1.[Cl-],6.614409345247941,reg,C1CO1
CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCC.[Br-],5.965784284662087,reg,acyclic
CCCCCCCCCCCCCCCC[N+](C)(C)CCCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],2.0,reg,acyclic
CCCCCCCCCCCCCCCC[N+](C)(C)CCCN(C)C.[Br-],3.0,reg,acyclic
CCCCCCCCCCCCCCCC[N+](C)(C)CCCN(CCCCCCCCCCCCCC)CCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-],4.902073579310743,reg,acyclic
CCCCCCCCCCCCCCCC[N+](C)(C)CCCNCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[I-],6.131342539123261,reg,acyclic
CCCCCCCCCCCCCCCC[N+](C)(C)CCN(C)CC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-],6.6293566200796095,reg,acyclic
CCCCCCCCCCCCCCCC[N+](C)(C)CCN(C)CC[N+](C)(C)CCCCCCCCCCCCCCCC.[I-],6.149747119504682,reg,acyclic
CCCCCCCCCCCCCCCC[N+](C)(C)CCNC(=O)[C@]12C[C@H]3C[C@H](C[C@](C(=O)NCC[N+](C)(C)CCCCCCCCCCCCCCCC)(C3)C1)C2.[Br-].[Br-],7.2268938135713885,reg,C1C2CC3CC1CC(C2)C3
CCCCCCCCCCCCCCCC[N+](C)(C)CCNS(=O)(=O)CC12CCC(CC1=O)C2(C)C.[Br-],2.0036022366801953,reg,O=C1CC2CCC1C2
CCCCCCCCCCCCCCCC[N+](C)(C)CCOCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],7.870364719583405,reg,acyclic
CCCCCCCCCCCCCCCC[N+](C)(C)CCc1ccc(O)cc1.[Br-],2.9653225483672547,reg,c1ccccc1
CCCCCCCCCCCCCCCC[N+](C)(C)Cc1cc(C[N+](C)(C)C)cc(C[N+](C)(C)CCCCCCCCCCCCCCCC)c1.[Br-].[Br-].[Br-],4.5,reg,c1ccccc1
CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccc(C[N+](C)(C)CCCCCCCCCCCCCCCC)cc1.[Br-].[Br-],8.609548138999429,reg,c1ccccc1
CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Br-],2.9653225483672547,reg,c1ccccc1
CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],1.9671686075326276,reg,c1ccccc1
CCCCCCCCCCCCCCCC[N+](C)(C)Cc1cnc(C[N+](C)(C)CCCCCCCCCCCCCCCC)c2c1COC(C(C)(C)C)O2.[Cl-].[Cl-],6.270166222313756,reg,c1cc2c(cn1)OCOC2
CCCCCCCCCCCCCCCC[N+](C)(C)Cc1cnc(C[N+](C)(C)CCCCCCCCCCCCCCCC)c2c1COC(C(C)C)O2.[Cl-].[Cl-],6.29477935262442,reg,c1cc2c(cn1)OCOC2
CCCCCCCCCCCCCCCC[N+](C)(C)Cc1cnc(C[N+](C)(C)CCCCCCCCCCCCCCCC)c2c1COC(C(C)CC)O2.[Cl-].[Cl-],6.270166222313756,reg,c1cc2c(cn1)OCOC2
CCCCCCCCCCCCCCCC[N+](C)(C)Cc1cnc(C[N+](C)(C)CCCCCCCCCCCCCCCC)c2c1COC(C(C)CCC)O2.[Cl-].[Cl-],6.245965970770334,reg,c1cc2c(cn1)OCOC2
CCCCCCCCCCCCCCCC[N+](C)(C)Cc1cnc(C[N+](C)(C)CCCCCCCCCCCCCCCC)c2c1COC(C(C)CCCCCCCCC)O2.[Cl-].[Cl-],6.108716145073694,reg,c1cc2c(cn1)OCOC2
CCCCCCCCCCCCCCCC[N+](C)(C)Cc1cnc(C[N+](C)(C)CCCCCCCCCCCCCCCC)c2c1COC(C(CC)CC)O2.[Cl-].[Cl-],6.245965970770334,reg,c1cc2c(cn1)OCOC2
CCCCCCCCCCCCCCCC[N+](C)(C)Cc1cnc(C[N+](C)(C)CCCCCCCCCCCCCCCC)c2c1COC(C(CC)CCCC)O2.[Cl-].[Cl-],6.198750272775377,reg,c1cc2c(cn1)OCOC2
CCCCCCCCCCCCCCCC[N+](C)(C)Cc1cnc(C[N+](C)(C)CCCCCCCCCCCCCCCC)c2c1COC(C)(CCCCCCCC)O2.[Cl-].[Cl-],6.153030978997994,reg,c1cc2c(cn1)OCOC2
CCCCCCCCCCCCCCCC[N+](C)(C)Cc1cnc(C[N+](C)(C)CCCCCCCCCCCCCCCC)c2c1COC(C)O2.[Cl-].[Cl-],6.345302341429065,reg,c1cc2c(cn1)OCOC2
CCCCCCCCCCCCCCCC[N+](C)(C)Cc1cnc(C[N+](C)(C)CCCCCCCCCCCCCCCC)c2c1COC(CC)O2.[Cl-].[Cl-],6.319819694782108,reg,c1cc2c(cn1)OCOC2
CCCCCCCCCCCCCCCC[N+](C)(C)Cc1cnc(C[N+](C)(C)CCCCCCCCCCCCCCCC)c2c1COC(CCC)O2.[Cl-].[Cl-],6.29477935262442,reg,c1cc2c(cn1)OCOC2
CCCCCCCCCCCCCCCC[N+](C)(C)Cc1cnc(C[N+](C)(C)CCCCCCCCCCCCCCCC)c2c1COC(CCCC)O2.[Cl-].[Cl-],6.270166222313756,reg,c1cc2c(cn1)OCOC2
CCCCCCCCCCCCCCCC[N+](C)(C)Cc1cnc(C[N+](C)(C)CCCCCCCCCCCCCCCC)c2c1COC(CCCCC)O2.[Cl-].[Cl-],6.245965970770335,reg,c1cc2c(cn1)OCOC2
CCCCCCCCCCCCCCCC[N+](C)(C)Cc1cnc(C[N+](C)(C)CCCCCCCCCCCCCCCC)c2c1COC(CCCCCC)O2.[Cl-].[Cl-],6.222164974348268,reg,c1cc2c(cn1)OCOC2
CCCCCCCCCCCCCCCC[N+](C)(C)Cc1cnc(C[N+](C)(C)CCCCCCCCCCCCCCCC)c2c1COC(CCCCCCC)O2.[Cl-].[Cl-],6.198750272775377,reg,c1cc2c(cn1)OCOC2
CCCCCCCCCCCCCCCC[N+](C)(C)Cc1cnc(C[N+](C)(C)CCCCCCCCCCCCCCCC)c2c1COC(CCCCCCCC)O2.[Cl-].[Cl-],6.175709526771451,reg,c1cc2c(cn1)OCOC2
CCCCCCCCCCCCCCCC[N+](C)(C)Cc1cnc(C[N+](C)(C)CCCCCCCCCCCCCCCC)c2c1COC1(CCCCC1)O2.[Cl-].[Cl-],6.249419219525237,reg,c1cc2c(cn1)OC1(CCCCC1)OC2
CCCCCCCCCCCCCCCC[N+](C)(C)Cc1cnc(C[N+](C)(C)CCCCCCCCCCCCCCCC)c2c1COCO2.[Cl-].[Cl-],6.371243199405882,reg,c1cc2c(cn1)OCOC2
CCCCCCCCCCCCCCCC[N+]1(C)CCCC1.[Br-],4.9828921423310435,reg,C1CC[NH2+]C1
CCCCCCCCCCCCCCCC[N+]1(C)CCN(C)CCN(C)CC1.[Br-],1.0,reg,C1CNCC[NH2+]CCN1
CCCCCCCCCCCCCCCC[N+]1(C)CCN(S(=O)(=O)CC23CCC(CC2=O)C3(C)C)CC1.[Br-],8.299665944130178,reg,O=C1CC2CCC1(CS(=O)(=O)N1CC[NH2+]CC1)C2
CCCCCCCCCCCCCCCC[N+]1(C)CC[N+](C)(CCCCCCCCCCCCCCCC)CC1.[Br-].[Br-],6.471532104081001,reg,C1C[NH2+]CC[NH2+]1
CCCCCCCCCCCCCCCC[N+]1(CCO)C=CN=C1.[Br-],2.9653225483672547,reg,C1=C[NH2+]C=N1
CCCCCCCCCCCCCCCC[N+]1(CCO)CCCC1.[Br-],3.321928094887362,reg,C1CC[NH2+]C1
CCCCCCCCCCCCCCCC[N+]1(CCO)CCCCC1.[Br-],2.550900664647523,reg,C1CC[NH2+]CC1
CCCCCCCCCCCCCCCC[N+]1(CCO)CCOCC1.[Br-],3.9662458732249397,reg,C1COCC[NH2+]1
CCCCCCCCCCCCCCCC[N+]12CCN(CC1)CC2.[Br-],0.2866872632229722,reg,C1C[NH+]2CCN1CC2
CCCCCCCCCCCCCCCC[S+]1CCCC1.[I-],4.9828921423310435,reg,C1CC[SH+]C1
CCCCCCCCCCCCCCCC[n+]1ccc(-c2cc[n+](CCCCCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],7.965784284662087,reg,c1cc(-c2cc[nH+]cc2)cc[nH+]1
CCCCCCCCCCCCCCCC[n+]1ccc(-c2cc[n+](CCCCCCCCCCCCCCCC)cc2)cc1.[Cl-].[Cl-],7.965784284662087,reg,c1cc(-c2cc[nH+]cc2)cc[nH+]1
CCCCCCCCCCCCCCCC[n+]1ccc(-c2cc[n+](CCCCCCCCCCCCCCCC)cc2)cc1.[I-].[I-],7.965784284662087,reg,c1cc(-c2cc[nH+]cc2)cc[nH+]1
CCCCCCCCCCCCCCCC[n+]1ccc(-c2ccncc2)cc1.[Br-],4.988639961749959,reg,c1cc(-c2cc[nH+]cc2)ccn1
CCCCCCCCCCCCCCCC[n+]1ccc(/C=C/c2cc[n+](CCCCCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],7.965784284662087,reg,C(=Cc1cc[nH+]cc1)c1cc[nH+]cc1
CCCCCCCCCCCCCCCC[n+]1ccc(/C=N/O)cc1.[Br-],2.9653225483672547,reg,c1cc[nH+]cc1
CCCCCCCCCCCCCCCC[n+]1ccc(C(N)=O)cc1.[Br-],2.9653225483672547,reg,c1cc[nH+]cc1
CCCCCCCCCCCCCCCC[n+]1ccc(C)cc1.[Br-],2.9653225483672547,reg,c1cc[nH+]cc1
CCCCCCCCCCCCCCCC[n+]1ccc(CCc2cc[n+](CCCCCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],6.4828921423310435,reg,c1cc(CCc2cc[nH+]cc2)cc[nH+]1
CCCCCCCCCCCCCCCC[n+]1ccc2c(N)cccc2c1.[Br-],2.550900664647523,reg,c1ccc2c[nH+]ccc2c1
CCCCCCCCCCCCCCCC[n+]1cccc(C(N)=O)c1.[Br-],2.9653225483672547,reg,c1cc[nH+]cc1
CCCCCCCCCCCCCCCC[n+]1cccc(C)c1.[Br-],3.550900664647523,reg,c1cc[nH+]cc1
CCCCCCCCCCCCCCCC[n+]1cccc(CCO)c1.[Br-],3.9662458732249397,reg,c1cc[nH+]cc1
CCCCCCCCCCCCCCCC[n+]1cccc(CN(Cc2ccc[n+](CCCCCCCCCCCCCCCC)c2)Cc2ccc[n+](CCCCCCCCCCCCCCCC)c2)c1.[Br-].[Br-].[Br-],2.5,reg,c1c[nH+]cc(CN(Cc2ccc[nH+]c2)Cc2ccc[nH+]c2)c1
CCCCCCCCCCCCCCCC[n+]1cccc(CO)c1.[Br-],3.550900664647523,reg,c1cc[nH+]cc1
CCCCCCCCCCCCCCCC[n+]1cccc(OC)c1.[Br-],6.965784284662087,reg,c1cc[nH+]cc1
CCCCCCCCCCCCCCCC[n+]1cccc(Oc2ccc(-c3ccc(Oc4ccc[n+](CCCCCCCCCCCCCCCC)c4)cc3)cc2)c1.[Br-].[Br-],5.07237656564556,reg,c1c[nH+]cc(Oc2ccc(-c3ccc(Oc4ccc[nH+]c4)cc3)cc2)c1
CCCCCCCCCCCCCCCC[n+]1cccc2c(O)cccc21.[Br-],8.965784284662087,reg,c1ccc2[nH+]cccc2c1
CCCCCCCCCCCCCCCC[n+]1cccc2cc(O)ccc21.[Br-],2.9653225483672547,reg,c1ccc2[nH+]cccc2c1
CCCCCCCCCCCCCCCC[n+]1ccccc1.[Br-],1.9671686075326276,reg,c1cc[nH+]cc1
CCCCCCCCCCCCCCCC[n+]1ccccc1C.[Br-],2.550900664647523,reg,c1cc[nH+]cc1
CCCCCCCCCCCCCCCCn1c(C)[n+](C)c2ccccc21.[I-],2.229587922740652,reg,c1ccc2[nH+]c[nH]c2c1
CCCCCCCCCCCCCCCCn1c(C)[n+](Cc2cccc(F)c2)c2ccccc21.[Br-],3.229587922740652,reg,c1ccc(C[n+]2c[nH]c3ccccc32)cc1
CCCCCCCCCCCCCCCCn1c(C)[n+](Cc2cccc(OC)c2)c2ccccc21.[Br-],2.643856189774725,reg,c1ccc(C[n+]2c[nH]c3ccccc32)cc1
CCCCCCCCCCCCCCCCn1c(C)[n+](Cc2ccccc2)c2ccccc21.[Br-],2.4378752899492726,reg,c1ccc(C[n+]2c[nH]c3ccccc32)cc1
CCCCCCCCCCCCCCCCn1cc(-c2ccccc2)[n+](C)n1.[I-],1.6461626571578936,reg,c1ccc(-c2c[nH]n[nH+]2)cc1
CCCCCCCCCCCCCCCCn1cc[n+](-c2ccc(C(F)(F)F)cc2)c1C.[Br-],2.9351823597917024,reg,c1ccc(-[n+]2cc[nH]c2)cc1
CCCCCCCCCCCCCCCCn1cc[n+](-c2ccc(Cl)cc2)c1C.[Br-],2.145009423466309,reg,c1ccc(-[n+]2cc[nH]c2)cc1
CCCCCCCCCCCCCCCCn1cc[n+](-c2ccc(OC(F)(F)F)cc2)c1C.[Br-],3.4873334838285057,reg,c1ccc(-[n+]2cc[nH]c2)cc1
CCCCCCCCCCCCCCCCn1cc[n+](-c2ccc(OC)cc2)c1C.[Br-],1.9378752899492726,reg,c1ccc(-[n+]2cc[nH]c2)cc1
