can,y,task,scaffold
CCCCCCCCCCCCCCCC[N+]1(C)CCN(C)CCN(C)CC1.[Br-],2.0,reg,C1CNCC[NH2+]CCN1
CCCCCCCCCCCCCCCC[N+]1(C)CCN(C)CCN(C)CC1.[Br-],4.0,reg,C1CNCC[NH2+]CCN1
CCCCCCCC[N+](C)(C)CCN(CC[N+](C)(C)CCCCCCCC)CC[N+](C)(C)CCCCCCCC,1.0,reg,acyclic
CCCCCCCC[N+](C)(C)CCC[N+](C)(CCC[N+](C)(C)CCCCCCCC)CCC[N+](C)(C)CCCCCCCC.[Br-].[Br-].[Br-].[I-],-1.0,reg,acyclic
CCCCCCCCCC[N+](C)(C)CCN(CC[N+](C)(C)CCCCCCCCCC)CC[N+](C)(C)CCCCCCCCCC,0.0,reg,acyclic
CCCCCCCCCC[N+](C)(C)CCC[N+](C)(CCC[N+](C)(C)CCCCCCCCCC)CCC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-].[Br-].[I-],-1.0,reg,acyclic
CCCCCCCCCCC[N+](C)(C)CCN(CC[N+](C)(C)CCCCCCCCCCC)CC[N+](C)(C)CCCCCCCCCCC,-1.0,reg,acyclic
CCCCCCCCCCC[N+](C)(C)CCC[N+](C)(CCC[N+](C)(C)CCCCCCCCCCC)CCC[N+](C)(C)CCCCCCCCCCC.[Br-].[Br-].[Br-].[I-],-1.0,reg,acyclic
CCCCCCCCCCCC[N+](C)(C)CCN(CC[N+](C)(C)CCCCCCCCCCCC)CC[N+](C)(C)CCCCCCCCCCCC,0.0,reg,acyclic
CCCCCCCCCCCC[N+](C)(C)CCC[N+](C)(CCC[N+](C)(C)CCCCCCCCCCCC)CCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-].[Br-].[I-],0.0,reg,acyclic
CCCCCCCCCCCCC[N+](C)(C)CCC[N+](C)(CCC[N+](C)(C)CCCCCCCCCCCCC)CCC[N+](C)(C)CCCCCCCCCCCCC.[Br-].[Br-].[Br-].[I-],1.0,reg,acyclic
CCCCCCCCCCCCCC[N+](C)(C)CCN(CC[N+](C)(C)CCCCCCCCCCCCCC)CC[N+](C)(C)CCCCCCCCCCCCCC,2.0,reg,acyclic
CCCCCCCCCCCCCC[N+](C)(C)CCC[N+](C)(CCC[N+](C)(C)CCCCCCCCCCCCCC)CCC[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-].[Br-].[I-],2.0,reg,acyclic
CCCCCCCC[N+](C)(C)CCN(CC[N+](C)(C)CCCCCCCC)CC[N+](C)(C)CCCCCCCC,4.0,reg,acyclic
CCCCCCCC[N+](C)(C)CCC[N+](C)(CCC[N+](C)(C)CCCCCCCC)CCC[N+](C)(C)CCCCCCCC.[Br-].[Br-].[Br-].[I-],4.0,reg,acyclic
CCCCCCCCCC[N+](C)(C)CCN(CC[N+](C)(C)CCCCCCCCCC)CC[N+](C)(C)CCCCCCCCCC,0.0,reg,acyclic
CCCCCCCCCC[N+](C)(C)CCC[N+](C)(CCC[N+](C)(C)CCCCCCCCCC)CCC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-].[Br-].[I-],-1.0,reg,acyclic
CCCCCCCCCCC[N+](C)(C)CCN(CC[N+](C)(C)CCCCCCCCCCC)CC[N+](C)(C)CCCCCCCCCCC,0.0,reg,acyclic
CCCCCCCCCCC[N+](C)(C)CCC[N+](C)(CCC[N+](C)(C)CCCCCCCCCCC)CCC[N+](C)(C)CCCCCCCCCCC.[Br-].[Br-].[Br-].[I-],-2.0,reg,acyclic
CCCCCCCCCCCC[N+](C)(C)CCN(CC[N+](C)(C)CCCCCCCCCCCC)CC[N+](C)(C)CCCCCCCCCCCC,0.0,reg,acyclic
CCCCCCCCCCCC[N+](C)(C)CCC[N+](C)(CCC[N+](C)(C)CCCCCCCCCCCC)CCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-].[Br-].[I-],0.0,reg,acyclic
CCCCCCCCCCCCC[N+](C)(C)CCC[N+](C)(CCC[N+](C)(C)CCCCCCCCCCCCC)CCC[N+](C)(C)CCCCCCCCCCCCC.[Br-].[Br-].[Br-].[I-],0.0,reg,acyclic
CCCCCCCCCCCCCC[N+](C)(C)CCN(CC[N+](C)(C)CCCCCCCCCCCCCC)CC[N+](C)(C)CCCCCCCCCCCCCC,2.0,reg,acyclic
CCCCCCCCCCCCCC[N+](C)(C)CCC[N+](C)(CCC[N+](C)(C)CCCCCCCCCCCCCC)CCC[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-].[Br-].[I-],1.0,reg,acyclic
CCCCCCCC[N+](C)(C)CCN(CC[N+](C)(C)CCCCCCCC)CC[N+](C)(C)CCCCCCCC,4.0,reg,acyclic
CCCCCCCC[N+](C)(C)CCC[N+](C)(CCC[N+](C)(C)CCCCCCCC)CCC[N+](C)(C)CCCCCCCC.[Br-].[Br-].[Br-].[I-],2.0,reg,acyclic
CCCCCCCCCC[N+](C)(C)CCN(CC[N+](C)(C)CCCCCCCCCC)CC[N+](C)(C)CCCCCCCCCC,0.0,reg,acyclic
CCCCCCCCCC[N+](C)(C)CCC[N+](C)(CCC[N+](C)(C)CCCCCCCCCC)CCC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-].[Br-].[I-],-1.0,reg,acyclic
CCCCCCCCCCC[N+](C)(C)CCN(CC[N+](C)(C)CCCCCCCCCCC)CC[N+](C)(C)CCCCCCCCCCC,0.0,reg,acyclic
CCCCCCCCCCC[N+](C)(C)CCC[N+](C)(CCC[N+](C)(C)CCCCCCCCCCC)CCC[N+](C)(C)CCCCCCCCCCC.[Br-].[Br-].[Br-].[I-],-2.0,reg,acyclic
CCCCCCCCCCCC[N+](C)(C)CCN(CC[N+](C)(C)CCCCCCCCCCCC)CC[N+](C)(C)CCCCCCCCCCCC,1.0,reg,acyclic
CCCCCCCCCCCC[N+](C)(C)CCC[N+](C)(CCC[N+](C)(C)CCCCCCCCCCCC)CCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-].[Br-].[I-],0.0,reg,acyclic
CCCCCCCCCCCCC[N+](C)(C)CCC[N+](C)(CCC[N+](C)(C)CCCCCCCCCCCCC)CCC[N+](C)(C)CCCCCCCCCCCCC.[Br-].[Br-].[Br-].[I-],0.0,reg,acyclic
CCCCCCCCCCCCCC[N+](C)(C)CCN(CC[N+](C)(C)CCCCCCCCCCCCCC)CC[N+](C)(C)CCCCCCCCCCCCCC,4.0,reg,acyclic
CCCCCCCCCCCCCC[N+](C)(C)CCC[N+](C)(CCC[N+](C)(C)CCCCCCCCCCCCCC)CCC[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-].[Br-].[I-],2.0,reg,acyclic
CCCCCCCC[N+](C)(C)CCN(CC[N+](C)(C)CCCCCCCC)CC[N+](C)(C)CCCCCCCC,5.977279923499917,reg,acyclic
CCCCCCCC[N+](C)(C)CCC[N+](C)(CCC[N+](C)(C)CCCCCCCC)CCC[N+](C)(C)CCCCCCCC.[Br-].[Br-].[Br-].[I-],7.965784284662087,reg,acyclic
CCCCCCCCCC[N+](C)(C)CCN(CC[N+](C)(C)CCCCCCCCCC)CC[N+](C)(C)CCCCCCCCCC,1.0,reg,acyclic
CCCCCCCCCC[N+](C)(C)CCC[N+](C)(CCC[N+](C)(C)CCCCCCCCCC)CCC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-].[Br-].[I-],1.0,reg,acyclic
CCCCCCCCCCC[N+](C)(C)CCN(CC[N+](C)(C)CCCCCCCCCCC)CC[N+](C)(C)CCCCCCCCCCC,1.0,reg,acyclic
CCCCCCCCCCC[N+](C)(C)CCC[N+](C)(CCC[N+](C)(C)CCCCCCCCCCC)CCC[N+](C)(C)CCCCCCCCCCC.[Br-].[Br-].[Br-].[I-],0.0,reg,acyclic
CCCCCCCCCCCC[N+](C)(C)CCN(CC[N+](C)(C)CCCCCCCCCCCC)CC[N+](C)(C)CCCCCCCCCCCC,3.0,reg,acyclic
CCCCCCCCCCCC[N+](C)(C)CCC[N+](C)(CCC[N+](C)(C)CCCCCCCCCCCC)CCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-].[Br-].[I-],2.0,reg,acyclic
CCCCCCCCCCCCC[N+](C)(C)CCC[N+](C)(CCC[N+](C)(C)CCCCCCCCCCCCC)CCC[N+](C)(C)CCCCCCCCCCCCC.[Br-].[Br-].[Br-].[I-],2.0,reg,acyclic
CCCCCCCCCCCCCC[N+](C)(C)CCN(CC[N+](C)(C)CCCCCCCCCCCCCC)CC[N+](C)(C)CCCCCCCCCCCCCC,5.977279923499917,reg,acyclic
CCCCCCCCCCCCCC[N+](C)(C)CCC[N+](C)(CCC[N+](C)(C)CCCCCCCCCCCCCC)CCC[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-].[Br-].[I-],5.0,reg,acyclic
CCCCCCCC[N+](C)(C)CCN(CC[N+](C)(C)CCCCCCCC)CC[N+](C)(C)CCCCCCCC,3.0,reg,acyclic
CCCCCCCC[N+](C)(C)CCC[N+](C)(CCC[N+](C)(C)CCCCCCCC)CCC[N+](C)(C)CCCCCCCC.[Br-].[Br-].[Br-].[I-],0.0,reg,acyclic
CCCCCCCCCC[N+](C)(C)CCN(CC[N+](C)(C)CCCCCCCCCC)CC[N+](C)(C)CCCCCCCCCC,0.0,reg,acyclic
CCCCCCCCCC[N+](C)(C)CCC[N+](C)(CCC[N+](C)(C)CCCCCCCCCC)CCC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-].[Br-].[I-],-1.0,reg,acyclic
CCCCCCCCCCC[N+](C)(C)CCN(CC[N+](C)(C)CCCCCCCCCCC)CC[N+](C)(C)CCCCCCCCCCC,1.0,reg,acyclic
CCCCCCCCCCC[N+](C)(C)CCC[N+](C)(CCC[N+](C)(C)CCCCCCCCCCC)CCC[N+](C)(C)CCCCCCCCCCC.[Br-].[Br-].[Br-].[I-],0.0,reg,acyclic
CCCCCCCCCCCC[N+](C)(C)CCN(CC[N+](C)(C)CCCCCCCCCCCC)CC[N+](C)(C)CCCCCCCCCCCC,3.0,reg,acyclic
CCCCCCCCCCCC[N+](C)(C)CCC[N+](C)(CCC[N+](C)(C)CCCCCCCCCCCC)CCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-].[Br-].[I-],2.0,reg,acyclic
CCCCCCCCCCCCC[N+](C)(C)CCC[N+](C)(CCC[N+](C)(C)CCCCCCCCCCCCC)CCC[N+](C)(C)CCCCCCCCCCCCC.[Br-].[Br-].[Br-].[I-],2.0,reg,acyclic
CCCCCCCCCCCCCC[N+](C)(C)CCN(CC[N+](C)(C)CCCCCCCCCCCCCC)CC[N+](C)(C)CCCCCCCCCCCCCC,5.977279923499917,reg,acyclic
CCCCCCCCCCCCCC[N+](C)(C)CCC[N+](C)(CCC[N+](C)(C)CCCCCCCCCCCCCC)CCC[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-].[Br-].[I-],5.0,reg,acyclic
CCCCCCCC[N+](C)(C)CCN(CC[N+](C)(C)CCCCCCCC)CC[N+](C)(C)CCCCCCCC,4.0,reg,acyclic
CCCCCCCC[N+](C)(C)CCC[N+](C)(CCC[N+](C)(C)CCCCCCCC)CCC[N+](C)(C)CCCCCCCC.[Br-].[Br-].[Br-].[I-],4.0,reg,acyclic
CCCCCCCCCC[N+](C)(C)CCN(CC[N+](C)(C)CCCCCCCCCC)CC[N+](C)(C)CCCCCCCCCC,-1.0,reg,acyclic
CCCCCCCCCC[N+](C)(C)CCC[N+](C)(CCC[N+](C)(C)CCCCCCCCCC)CCC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-].[Br-].[I-],-1.0,reg,acyclic
CCCCCCCCCCC[N+](C)(C)CCN(CC[N+](C)(C)CCCCCCCCCCC)CC[N+](C)(C)CCCCCCCCCCC,-1.0,reg,acyclic
CCCCCCCCCCC[N+](C)(C)CCC[N+](C)(CCC[N+](C)(C)CCCCCCCCCCC)CCC[N+](C)(C)CCCCCCCCCCC.[Br-].[Br-].[Br-].[I-],-1.0,reg,acyclic
CCCCCCCCCCCC[N+](C)(C)CCN(CC[N+](C)(C)CCCCCCCCCCCC)CC[N+](C)(C)CCCCCCCCCCCC,0.0,reg,acyclic
CCCCCCCCCCCC[N+](C)(C)CCC[N+](C)(CCC[N+](C)(C)CCCCCCCCCCCC)CCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-].[Br-].[I-],1.0,reg,acyclic
CCCCCCCCCCCCC[N+](C)(C)CCC[N+](C)(CCC[N+](C)(C)CCCCCCCCCCCCC)CCC[N+](C)(C)CCCCCCCCCCCCC.[Br-].[Br-].[Br-].[I-],0.0,reg,acyclic
CCCCCCCCCCCCCC[N+](C)(C)CCN(CC[N+](C)(C)CCCCCCCCCCCCCC)CC[N+](C)(C)CCCCCCCCCCCCCC,1.0,reg,acyclic
CCCCCCCCCCCCCC[N+](C)(C)CCC[N+](C)(CCC[N+](C)(C)CCCCCCCCCCCCCC)CCC[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-].[Br-].[I-],1.0,reg,acyclic
C[N+](C)(C)c1ccc(C(c2ccc([N+](C)(C)C)cc2)c2ccc([N+](C)(C)C)cc2)cc1.[I-].[I-].[I-],8.965784284662087,reg,c1ccc(C(c2ccccc2)c2ccccc2)cc1
CCN(CC)c1ccc(N(c2ccc([N+](C)(CC)CC)cc2)c2ccc([N+](C)(CC)CC)cc2)cc1.[I-].[I-],2.0,reg,c1ccc(N(c2ccccc2)c2ccccc2)cc1
CC[N+](C)(CC)c1ccc(N(c2ccc([N+](C)(CC)CC)cc2)c2ccc([N+](C)(CC)CC)cc2)cc1.[I-].[I-].[I-],8.965784284662087,reg,c1ccc(N(c2ccccc2)c2ccccc2)cc1
CCCCCCCCCCC[N+](C)(C)c1ccc(C(c2ccccc2)c2ccc(N(C)C)cc2)cc1.[I-],-2.0,reg,c1ccc(C(c2ccccc2)c2ccccc2)cc1
CCCCCCCCCCCC[N+](C)(C)c1ccc(C(c2ccccc2)c2ccc(N(C)C)cc2)cc1.[I-],1.0,reg,c1ccc(C(c2ccccc2)c2ccccc2)cc1
C[N+](C)(C)c1ccc(C(c2ccc([N+](C)(C)C)cc2)c2ccc([N+](C)(C)C)cc2)cc1.[I-].[I-].[I-],8.965784284662087,reg,c1ccc(C(c2ccccc2)c2ccccc2)cc1
CCN(CC)c1ccc(N(c2ccc([N+](C)(CC)CC)cc2)c2ccc([N+](C)(CC)CC)cc2)cc1.[I-].[I-],6.965784284662087,reg,c1ccc(N(c2ccccc2)c2ccccc2)cc1
CC[N+](C)(CC)c1ccc(N(c2ccc([N+](C)(CC)CC)cc2)c2ccc([N+](C)(CC)CC)cc2)cc1.[I-].[I-].[I-],8.965784284662087,reg,c1ccc(N(c2ccccc2)c2ccccc2)cc1
CCCCCCCCCCC[N+](C)(C)c1ccc(C(c2ccccc2)c2ccc(N(C)C)cc2)cc1.[I-],2.0,reg,c1ccc(C(c2ccccc2)c2ccccc2)cc1
CCCCCCCCCCCC[N+](C)(C)c1ccc(C(c2ccccc2)c2ccc(N(C)C)cc2)cc1.[I-],5.0,reg,c1ccc(C(c2ccccc2)c2ccccc2)cc1
C[N+](C)(C)c1ccc(C(c2ccc([N+](C)(C)C)cc2)c2ccc([N+](C)(C)C)cc2)cc1.[I-].[I-].[I-],8.965784284662087,reg,c1ccc(C(c2ccccc2)c2ccccc2)cc1
CCN(CC)c1ccc(N(c2ccc([N+](C)(CC)CC)cc2)c2ccc([N+](C)(CC)CC)cc2)cc1.[I-].[I-],5.0,reg,c1ccc(N(c2ccccc2)c2ccccc2)cc1
CC[N+](C)(CC)c1ccc(N(c2ccc([N+](C)(CC)CC)cc2)c2ccc([N+](C)(CC)CC)cc2)cc1.[I-].[I-].[I-],8.965784284662087,reg,c1ccc(N(c2ccccc2)c2ccccc2)cc1
CCCCCCCCCCC[N+](C)(C)c1ccc(C(c2ccccc2)c2ccc(N(C)C)cc2)cc1.[I-],-2.0,reg,c1ccc(C(c2ccccc2)c2ccccc2)cc1
CCCCCCCCCCCC[N+](C)(C)c1ccc(C(c2ccccc2)c2ccc(N(C)C)cc2)cc1.[I-],-1.0,reg,c1ccc(C(c2ccccc2)c2ccccc2)cc1
C[N+](C)(C)c1ccc(C(c2ccc([N+](C)(C)C)cc2)c2ccc([N+](C)(C)C)cc2)cc1.[I-].[I-].[I-],8.965784284662087,reg,c1ccc(C(c2ccccc2)c2ccccc2)cc1
CCN(CC)c1ccc(N(c2ccc([N+](C)(CC)CC)cc2)c2ccc([N+](C)(CC)CC)cc2)cc1.[I-].[I-],5.0,reg,c1ccc(N(c2ccccc2)c2ccccc2)cc1
CC[N+](C)(CC)c1ccc(N(c2ccc([N+](C)(CC)CC)cc2)c2ccc([N+](C)(CC)CC)cc2)cc1.[I-].[I-].[I-],7.965784284662087,reg,c1ccc(N(c2ccccc2)c2ccccc2)cc1
CCCCCCCCCCC[N+](C)(C)c1ccc(C(c2ccccc2)c2ccc(N(C)C)cc2)cc1.[I-],-2.0,reg,c1ccc(C(c2ccccc2)c2ccccc2)cc1
CCCCCCCCCCCC[N+](C)(C)c1ccc(C(c2ccccc2)c2ccc(N(C)C)cc2)cc1.[I-],-2.0,reg,c1ccc(C(c2ccccc2)c2ccccc2)cc1
C[N+](C)(C)c1ccc(C(c2ccc([N+](C)(C)C)cc2)c2ccc([N+](C)(C)C)cc2)cc1.[I-].[I-].[I-],8.965784284662087,reg,c1ccc(C(c2ccccc2)c2ccccc2)cc1
CCN(CC)c1ccc(N(c2ccc([N+](C)(CC)CC)cc2)c2ccc([N+](C)(CC)CC)cc2)cc1.[I-].[I-],7.965784284662087,reg,c1ccc(N(c2ccccc2)c2ccccc2)cc1
CC[N+](C)(CC)c1ccc(N(c2ccc([N+](C)(CC)CC)cc2)c2ccc([N+](C)(CC)CC)cc2)cc1.[I-].[I-].[I-],8.965784284662087,reg,c1ccc(N(c2ccccc2)c2ccccc2)cc1
CCCCCCCCCCC[N+](C)(C)c1ccc(C(c2ccccc2)c2ccc(N(C)C)cc2)cc1.[I-],2.0,reg,c1ccc(C(c2ccccc2)c2ccccc2)cc1
CCCCCCCCCCCC[N+](C)(C)c1ccc(C(c2ccccc2)c2ccc(N(C)C)cc2)cc1.[I-],5.0,reg,c1ccc(C(c2ccccc2)c2ccccc2)cc1
C[N+](C)(C)c1ccc(C(c2ccc([N+](C)(C)C)cc2)c2ccc([N+](C)(C)C)cc2)cc1.[I-].[I-].[I-],8.965784284662087,reg,c1ccc(C(c2ccccc2)c2ccccc2)cc1
CCN(CC)c1ccc(N(c2ccc([N+](C)(CC)CC)cc2)c2ccc([N+](C)(CC)CC)cc2)cc1.[I-].[I-],8.965784284662087,reg,c1ccc(N(c2ccccc2)c2ccccc2)cc1
CC[N+](C)(CC)c1ccc(N(c2ccc([N+](C)(CC)CC)cc2)c2ccc([N+](C)(CC)CC)cc2)cc1.[I-].[I-].[I-],8.965784284662087,reg,c1ccc(N(c2ccccc2)c2ccccc2)cc1
CCCCCCCCCCC[N+](C)(C)c1ccc(C(c2ccccc2)c2ccc(N(C)C)cc2)cc1.[I-],3.0,reg,c1ccc(C(c2ccccc2)c2ccccc2)cc1
CCCCCCCCCCCC[N+](C)(C)c1ccc(C(c2ccccc2)c2ccc(N(C)C)cc2)cc1.[I-],5.0,reg,c1ccc(C(c2ccccc2)c2ccccc2)cc1
CCCCCCCC[N+](C)(C)Cc1cc(C[N+](C)(C)C)cc(C[N+](C)(C)CCCCCCCC)c1.[Br-].[Br-].[Br-],7.965784284662087,reg,c1ccccc1
CCCCCCCCCC[N+](C)(C)Cc1cc(C[N+](C)(C)C)cc(C[N+](C)(C)CCCCCCCCCC)c1.[Br-].[Br-].[Br-],4.0,reg,c1ccccc1
CCCCCCCCCCCCCCCC[N+](C)(C)Cc1cc(C[N+](C)(C)C)cc(C[N+](C)(C)CCCCCCCCCCCCCCCC)c1.[Br-].[Br-].[Br-],4.0,reg,c1ccccc1
CCCCCCCC[N+](C)(C)Cc1cc(C[N+](C)(C)C)cc(C[N+](C)(C)CCCCCCCC)c1.[Br-].[Br-].[Br-],7.965784284662087,reg,c1ccccc1
CCCCCCCCCC[N+](C)(C)Cc1cc(C[N+](C)(C)C)cc(C[N+](C)(C)CCCCCCCCCC)c1.[Br-].[Br-].[Br-],3.0,reg,c1ccccc1
CCCCCCCCCCCCCCCC[N+](C)(C)Cc1cc(C[N+](C)(C)C)cc(C[N+](C)(C)CCCCCCCCCCCCCCCC)c1.[Br-].[Br-].[Br-],5.0,reg,c1ccccc1
CCCCCCCC[N+](C)(C)Cc1cc(C[N+](C)(C)C)cc(C[N+](C)(C)CCCCCCCC)c1.[Br-].[Br-].[Br-],7.965784284662087,reg,c1ccccc1
CCCCCCCCCC[N+](C)(C)Cc1cc(C[N+](C)(C)C)cc(C[N+](C)(C)CCCCCCCCCC)c1.[Br-].[Br-].[Br-],3.0,reg,c1ccccc1
CCCCCCCCCCCCCCCC[N+](C)(C)Cc1cc(C[N+](C)(C)C)cc(C[N+](C)(C)CCCCCCCCCCCCCCCC)c1.[Br-].[Br-].[Br-],4.0,reg,c1ccccc1
CCCCCCCC[N+](C)(C)Cc1cc(C[N+](C)(C)C)cc(C[N+](C)(C)CCCCCCCC)c1.[Br-].[Br-].[Br-],7.965784284662087,reg,c1ccccc1
CCCCCCCCCC[N+](C)(C)Cc1cc(C[N+](C)(C)C)cc(C[N+](C)(C)CCCCCCCCCC)c1.[Br-].[Br-].[Br-],2.0,reg,c1ccccc1
CCCCCCCCCCCCCCCC[N+](C)(C)Cc1cc(C[N+](C)(C)C)cc(C[N+](C)(C)CCCCCCCCCCCCCCCC)c1.[Br-].[Br-].[Br-],3.0,reg,c1ccccc1
CCCCCCCC[N+](C)(C)Cc1cc(C[N+](C)(C)C)cc(C[N+](C)(C)CCCCCCCC)c1.[Br-].[Br-].[Br-],7.965784284662087,reg,c1ccccc1
CCCCCCCCCC[N+](C)(C)Cc1cc(C[N+](C)(C)C)cc(C[N+](C)(C)CCCCCCCCCC)c1.[Br-].[Br-].[Br-],6.965784284662087,reg,c1ccccc1
CCCCCCCCCCCCCCCC[N+](C)(C)Cc1cc(C[N+](C)(C)C)cc(C[N+](C)(C)CCCCCCCCCCCCCCCC)c1.[Br-].[Br-].[Br-],5.977279923499917,reg,c1ccccc1
CCCCCCCC[N+](C)(C)Cc1cc(C[N+](C)(C)C)cc(C[N+](C)(C)CCCCCCCC)c1.[Br-].[Br-].[Br-],7.965784284662087,reg,c1ccccc1
CCCCCCCCCC[N+](C)(C)Cc1cc(C[N+](C)(C)C)cc(C[N+](C)(C)CCCCCCCCCC)c1.[Br-].[Br-].[Br-],7.965784284662087,reg,c1ccccc1
CCCCCCCCCCCCCCCC[N+](C)(C)Cc1cc(C[N+](C)(C)C)cc(C[N+](C)(C)CCCCCCCCCCCCCCCC)c1.[Br-].[Br-].[Br-],7.965784284662087,reg,c1ccccc1
CCCCCCCCCCCCCCCCCC[n+]1ccc(CCCc2cc[n+](CCCCCCCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],3.0,reg,c1cc(CCCc2cc[nH+]cc2)cc[nH+]1
CCCCCCCCCCCC[n+]1ccc(CN(Cc2cc[n+](CCCCCCCCCC)cc2)Cc2cc[n+](CCCCCCCCCC)cc2)cc1.[Br-].[Br-].[Br-],-1.0,reg,c1cc(CN(Cc2cc[nH+]cc2)Cc2cc[nH+]cc2)cc[nH+]1
CCCCCCCCCCCCCCCC[n+]1cccc(CN(Cc2ccc[n+](CCCCCCCCCCCCCCCC)c2)Cc2ccc[n+](CCCCCCCCCCCCCCCC)c2)c1.[Br-].[Br-].[Br-],1.0,reg,c1c[nH+]cc(CN(Cc2ccc[nH+]c2)Cc2ccc[nH+]c2)c1
CCCCCCCCCCCCCCCCCC[n+]1cccc(CN(Cc2ccc[n+](CCCCCCCCCCCCCCCCCC)c2)Cc2ccc[n+](CCCCCCCCCCCCCCCCCC)c2)c1.[Br-].[Br-].[Br-],3.0,reg,c1c[nH+]cc(CN(Cc2ccc[nH+]c2)Cc2ccc[nH+]c2)c1
CCCCCCCCCCCCCCCCCC[n+]1ccc(CCCc2cc[n+](CCCCCCCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],3.0,reg,c1cc(CCCc2cc[nH+]cc2)cc[nH+]1
CCCCCCCCCCCC[n+]1ccc(CN(Cc2cc[n+](CCCCCCCCCC)cc2)Cc2cc[n+](CCCCCCCCCC)cc2)cc1.[Br-].[Br-].[Br-],0.0,reg,c1cc(CN(Cc2cc[nH+]cc2)Cc2cc[nH+]cc2)cc[nH+]1
CCCCCCCCCCCCCCCC[n+]1cccc(CN(Cc2ccc[n+](CCCCCCCCCCCCCCCC)c2)Cc2ccc[n+](CCCCCCCCCCCCCCCC)c2)c1.[Br-].[Br-].[Br-],3.0,reg,c1c[nH+]cc(CN(Cc2ccc[nH+]c2)Cc2ccc[nH+]c2)c1
CCCCCCCCCCCCCCCCCC[n+]1cccc(CN(Cc2ccc[n+](CCCCCCCCCCCCCCCCCC)c2)Cc2ccc[n+](CCCCCCCCCCCCCCCCCC)c2)c1.[Br-].[Br-].[Br-],5.0,reg,c1c[nH+]cc(CN(Cc2ccc[nH+]c2)Cc2ccc[nH+]c2)c1
CCCCCCCCCCCCCCCCCC[n+]1ccc(CCCc2cc[n+](CCCCCCCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],7.965784284662087,reg,c1cc(CCCc2cc[nH+]cc2)cc[nH+]1
CCCCCCCCCCCC[n+]1ccc(CN(Cc2cc[n+](CCCCCCCCCC)cc2)Cc2cc[n+](CCCCCCCCCC)cc2)cc1.[Br-].[Br-].[Br-],0.0,reg,c1cc(CN(Cc2cc[nH+]cc2)Cc2cc[nH+]cc2)cc[nH+]1
CCCCCCCCCCCCCCCC[n+]1cccc(CN(Cc2ccc[n+](CCCCCCCCCCCCCCCC)c2)Cc2ccc[n+](CCCCCCCCCCCCCCCC)c2)c1.[Br-].[Br-].[Br-],6.965784284662087,reg,c1c[nH+]cc(CN(Cc2ccc[nH+]c2)Cc2ccc[nH+]c2)c1
CCCCCCCCCCCCCCCCCC[n+]1cccc(CN(Cc2ccc[n+](CCCCCCCCCCCCCCCCCC)c2)Cc2ccc[n+](CCCCCCCCCCCCCCCCCC)c2)c1.[Br-].[Br-].[Br-],5.977279923499917,reg,c1c[nH+]cc(CN(Cc2ccc[nH+]c2)Cc2ccc[nH+]c2)c1
CCCCCCCCCCCCCCCCCC[n+]1ccc(CCCc2cc[n+](CCCCCCCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],7.965784284662087,reg,c1cc(CCCc2cc[nH+]cc2)cc[nH+]1
CCCCCCCCCCCC[n+]1ccc(CN(Cc2cc[n+](CCCCCCCCCC)cc2)Cc2cc[n+](CCCCCCCCCC)cc2)cc1.[Br-].[Br-].[Br-],1.0,reg,c1cc(CN(Cc2cc[nH+]cc2)Cc2cc[nH+]cc2)cc[nH+]1
CCCCCCCCCCCCCCCC[n+]1cccc(CN(Cc2ccc[n+](CCCCCCCCCCCCCCCC)c2)Cc2ccc[n+](CCCCCCCCCCCCCCCC)c2)c1.[Br-].[Br-].[Br-],7.965784284662087,reg,c1c[nH+]cc(CN(Cc2ccc[nH+]c2)Cc2ccc[nH+]c2)c1
CCCCCCCCCCCCCCCCCC[n+]1cccc(CN(Cc2ccc[n+](CCCCCCCCCCCCCCCCCC)c2)Cc2ccc[n+](CCCCCCCCCCCCCCCCCC)c2)c1.[Br-].[Br-].[Br-],7.965784284662087,reg,c1c[nH+]cc(CN(Cc2ccc[nH+]c2)Cc2ccc[nH+]c2)c1
